"id_draw","AdGrowth_Exp_Rate_1_to_6_D","AdGrowth_Exp_Rate_1_to_6_P","AdGrowth_Exp_Rate_1_to_6_R","AdGrowth_Exp_Rate_6_to_10_D","AdGrowth_Exp_Rate_6_to_10_P","AdGrowth_Exp_Rate_6_to_10_R","AdNaturalHistoryPropensity_Gaussian_Variance","CancerOnset_Gompertz_Rate_D","CancerOnset_Gompertz_Rate_P","CancerOnset_Gompertz_Rate_R","CancerOnset_Gompertz_Shape_D","CancerOnset_Gompertz_Shape_P","CancerOnset_Gompertz_Shape_R","IndividuakRiskMultVariance","PreclinCancerProg_Exp_Rate_S1S2_D","PreclinCancerProg_Exp_Rate_S1S2_P","PreclinCancerProg_Exp_Rate_S1S2_R","PreclinCancerProg_Exp_Rate_S2S3_D","PreclinCancerProg_Exp_Rate_S2S3_P","PreclinCancerProg_Exp_Rate_S2S3_R","PreclinCancerProg_Exp_Rate_S3S4_D","PreclinCancerProg_Exp_Rate_S3S4_P","PreclinCancerProg_Exp_Rate_S3S4_R","alpha_lesion_adenoma","beta_age","hr_SxDetS2S1_D","hr_SxDetS2S1_P","hr_SxDetS2S1_R","hr_SxDetS3S2_D","hr_SxDetS3S2_P","hr_SxDetS3S2_R","hr_SxDetS4S3_D","hr_SxDetS4S3_P","hr_SxDetS4S3_R","pSxDetS1_D","pSxDetS1_P","pSxDetS1_R","lp__","chain"
341,0.0212690632437587,0.0511228411854664,0.0558285688355085,0.214117292100612,0.016921510423767,0.0401755572490341,0.438610516197134,0.00100117061667449,0.00238088233273218,0.00288595464746732,0.026226333356542,0.0201624247626542,0.0300494868360455,0.774588351137955,0.258870723916076,0.128100562156929,0.178883009770906,0.253459264224258,0.0980742804515665,0.185757418092172,0.582584110894917,0.410760574679974,0.65920933391355,-6.35480123313561,0.0350973471147869,6.98108675385686,6.41979838664479,4.88780654058925,6.01612113208835,11.9981245188871,25.2496806516812,1.0092726279198,1.00192287046223,1.01362024549004,0.0196289994074864,0.00849713291120493,0.0139216061805811,-247.349320577234,1
342,0.0252232863223599,0.0293199663388381,0.118123471591018,0.0611812320286844,0.0277881839750319,0.0386929618693135,0.493530102357754,0.001314956002649,0.00121815622358037,0.00221429825620021,0.023897423939945,0.026229524112994,0.0305229149360331,0.758527929932826,0.221014479235051,0.167907175814399,0.155184448048434,0.257222153230622,0.11142072418596,0.14557653929169,0.628464193962827,0.393222002084207,0.57863200941358,-6.15793418496773,0.0316203926046486,6.6139231020617,6.73797973251291,3.61248975336711,6.97123703830268,11.3730937100535,26.7308587454176,1.01239655142836,1.03000615499837,1.01979620183787,0.0206110792507498,0.00882814754104322,0.0136368898794209,-237.878348889285,1
343,0.0211783377934656,0.066305432793892,0.0672464925402751,0.0874775414316704,0.014611649407531,0.0423721551747002,0.465402880799233,0.00101067263842255,0.00143682446355947,0.00203396882770544,0.0247839252181003,0.0246425613770559,0.0301951471020907,0.760805889206681,0.232822506448173,0.147165779554303,0.159481890648595,0.275602810222934,0.102890788832625,0.159317509327553,0.626843672104727,0.449893073697393,0.670985567894183,-6.1797554962239,0.0335757333605708,6.8649767505779,6.84071605656408,4.48233366756241,6.13569808829433,11.8088511457332,25.1669636598096,1.01016734264067,1.0098953657941,1.00078937707525,0.0208127131594112,0.00866918673018205,0.0139852859115492,-243.18183660947,1
344,0.0237689309259848,0.0296261676421005,0.120079048114181,0.0966908297635528,0.0278128982317015,0.0383588009272162,0.48825659199927,0.00103202702258685,0.0012851839346047,0.00236455114820564,0.0257975829812008,0.0258674983856961,0.0303967715324554,0.791824221114606,0.239640058152062,0.190207263470642,0.150672173488254,0.240792249437996,0.0980643880743145,0.152436204510028,0.628843985073761,0.358568461693169,0.626199151760691,-6.20515770370078,0.0319261956561023,6.53715586446899,6.29678446524226,3.972379246466,6.98988622525469,11.1440013567826,26.9972482969095,1.03699995062253,1.08950254340087,1.00340619029537,0.0207231271468229,0.0088381890838107,0.0139798874303406,-249.432367357707,1
345,0.0216383575976061,0.0294412878042803,0.10823781845927,0.0595454277241587,0.0277183358243253,0.0375702212769017,0.495998467304967,0.00132950431492836,0.00139153028203701,0.00217142110128215,0.0243482433662121,0.0243231627264244,0.0303452257082687,0.768545369087851,0.238991185167089,0.187134571383025,0.156174393909397,0.243658769165839,0.092225029814934,0.154187045420034,0.555184239810464,0.327167135938473,0.607722296037691,-6.166450737965,0.0321721367568191,6.63202421473843,6.05542099132708,4.09428381980856,6.47277301904698,11.00196749075,26.8079123888325,1.03748269096886,1.04392647687815,1.02047021575398,0.0209274070340069,0.00869091669349803,0.0137173259399492,-243.644184019517,1
346,0.0222588319756256,0.0594353269142081,0.0678836308150006,0.0775021141461655,0.0142343898698282,0.03661278322942,0.492420539976464,0.00108143741830429,0.00144511344896105,0.00182659450542212,0.0236345394411512,0.023994527440496,0.0312265180483955,0.761664184117205,0.224427019686402,0.154827499933476,0.148877213061535,0.255719365886979,0.102273409349457,0.164781993076516,0.62940962977493,0.393065904593277,0.667849019659199,-6.17035498934945,0.0339594796174305,6.79678834766944,6.87205531298877,4.53962449147469,6.45699724149609,11.4384177331014,26.1655177771484,1.00419500530644,1.08614259308966,1.01577037433227,0.0209650998068887,0.0088790216166054,0.0138137159984815,-238.765961815434,1
347,0.0328798425293076,0.0670231162505537,0.0929328731846294,0.0496155389566037,0.0171971830545792,0.0405114620922011,0.461639556230174,0.00117787450097922,0.00117769951120253,0.00175918715378339,0.0232046797119744,0.025478559150681,0.0317688798406777,0.754412862713523,0.206250390212692,0.141467813592146,0.174229250198418,0.272071957577648,0.109168706259902,0.165984586701035,0.646246764666443,0.419622234799851,0.675782428385438,-6.13623235189779,0.032501983877564,6.98415997610307,6.82306881079973,4.21009188340307,6.24099138423453,11.4351860318109,26.6305238712173,1.0061902922305,1.08924008421008,1.06624390020065,0.0205757959778524,0.0089338091045393,0.01390314290697,-246.526125272301,1
348,0.0220698379999221,0.0477884567987795,0.0554371864243462,0.116702835324081,0.0139397969063544,0.0393610851282841,0.485617039434235,0.00103501420127145,0.00207192948344244,0.00197887933541824,0.0235495943059025,0.0213537088285553,0.0309495808435272,0.754893086324751,0.237324694527101,0.1212391010012,0.158385812734075,0.244635485785736,0.101190785678069,0.165915199556212,0.579277724081282,0.383539233206898,0.637324395435921,-6.18458749888925,0.0344137238907652,6.65778516418825,6.15919462510152,4.51628895655319,6.29952553791815,11.7634896666534,25.1925254203645,1.0544745223496,1.02189745027205,1.03267412599381,0.0205772911994568,0.00883553928347214,0.0138837433528524,-234.886970919957,1
349,0.0243488117978924,0.0292319667522575,0.110635336009048,0.0602745038087971,0.0255537324504206,0.0368160728170628,0.485127941521952,0.00117950674305957,0.00157075427349838,0.00244346010332944,0.0260083477757099,0.0247054198401406,0.0306672160495248,0.770463896852198,0.235335409181317,0.170255173297735,0.166951427506324,0.283143276682546,0.100958942748433,0.12808437298563,0.642398949741867,0.397007818114096,0.525876115930819,-6.17777740326154,0.0316069662967709,6.77248059587054,6.56644371437238,3.16537820021434,6.97591752889171,11.1062700591034,26.9114969487199,1.00944538648632,1.07762121744474,1.01643556284588,0.0209348745585475,0.00852752277247912,0.01397396303607,-244.997406783122,1
350,0.0208942776872406,0.0532882479039539,0.0662842278436882,0.0680466988963656,0.0144334080075433,0.0393333703390756,0.490169122418134,0.0012072825203934,0.00144460394174057,0.00187506344563469,0.0225299209956405,0.0239795729396213,0.0305552118267243,0.759824317399976,0.219837651340792,0.163293743598421,0.16346990313654,0.26787990276251,0.0983333128862125,0.128353211172208,0.627418734676983,0.426843148787635,0.577109554955586,-6.13979290667391,0.0337614753063257,6.85536783825423,6.91443113137171,3.62605847636794,6.3129950414379,11.9139008775413,26.101444332579,1.00824376585972,1.00832046762328,1.0713228084922,0.0208342156363731,0.00887555857615763,0.0139112396586835,-245.109527494001,1
351,0.0209064498673113,0.03216270749488,0.0548676429868637,0.159535585454571,0.0189289001329966,0.0369638549168177,0.491795796831202,0.00100486825238328,0.00248250195342078,0.00241841561861463,0.0268374561877208,0.0204531950978074,0.0319155280747399,0.763164174726215,0.247175733450052,0.134512218591725,0.165749828439169,0.243574066977328,0.100978485600781,0.180885079324913,0.619335428756217,0.37541179590948,0.689679675142627,-6.35879885347748,0.0353095909899992,6.44515058074008,6.44246202181463,4.65158225663733,6.69664309555225,11.1729313791295,26.9517219188807,1.02949448020117,1.0144432577283,1.01075562884628,0.0206694148926408,0.00887227922193975,0.0138331827137028,-240.896573334446,1
352,0.0214914294002049,0.0545550378902479,0.0686521250976108,0.0879801677761851,0.0135000712170753,0.0396712925771422,0.49763152627155,0.001090527923008,0.00155342960803352,0.00190118714309825,0.0242507965451078,0.0244106983506811,0.030080018445304,0.765683396742973,0.220092266150953,0.132307149646534,0.154895414003514,0.244845095953313,0.103151713726392,0.177992914279615,0.612628570649405,0.416054541565146,0.667348217027744,-6.20625381544195,0.0343429914129102,6.98805649252592,6.98970291904438,4.87352814655591,6.10048333762976,11.2742954182752,25.0252118906028,1.01063768041494,1.06945923066083,1.0808599715497,0.0207149015405482,0.00895578349340165,0.0136449404347739,-248.156098565363,1
353,0.0220845345164643,0.0514390237035861,0.0528058732722698,0.165958174746819,0.0139803302050914,0.0438397932491946,0.459087264047635,0.00101101773359683,0.00236687183437306,0.00246236849436741,0.0258229299337892,0.0214870172394512,0.0318395663916016,0.75788493710388,0.235393792375928,0.13385312536521,0.157412457142368,0.271332109171447,0.0958248716431494,0.189403245229078,0.63775896139563,0.415939979349096,0.739029809904524,-6.35997060927315,0.0354861165182702,6.95887068807498,6.17840575311239,4.98485696306802,6.23388994414809,11.8367898810234,25.6888850601117,1.00573597326418,1.05857549564405,1.02856214071618,0.0204444551815091,0.00876294263272774,0.0138445276403189,-234.837304878737,1
354,0.0214946454162368,0.0563098900327431,0.0561886760265833,0.0599898766331857,0.0146801751591187,0.0373681116191116,0.476316615460368,0.00145682731569251,0.00158154204994219,0.00209219935125324,0.0215790014161263,0.0234810073309445,0.030565155969809,0.755198814256055,0.208313609395015,0.158064176281237,0.148583129488573,0.238188320681887,0.0973611193049712,0.161629498177387,0.607911002331632,0.360999497422823,0.642346395673338,-6.14059155269938,0.0333576385456665,6.9720771477411,6.05984956528671,4.78909093047146,6.21256786778159,11.3768588743852,25.223697766026,1.02779215154514,1.02351797434461,1.07876592989686,0.0194195740094971,0.00895232724102719,0.0129367743352945,-249.869365981487,1
355,0.0215436504249782,0.0315883757344236,0.0581734855014219,0.172077509624427,0.0254577931908317,0.0476516106718081,0.446414005662404,0.00103539156221548,0.00216407737284974,0.00266195838996539,0.0274011785112591,0.0214251380945819,0.0314196698858401,0.795372278202171,0.262068237091561,0.138426618615467,0.149229313413242,0.254423398211746,0.110404069489758,0.178698221399384,0.632164108595067,0.448227652710747,0.700616263522095,-6.43819509370959,0.0352551649389665,6.62871168907208,6.4943912528036,4.51563211019258,6.58459197672454,11.8357965577163,26.7666481325727,1.00889535262907,1.00485320016744,1.082202950597,0.0209214171285836,0.00894966981775731,0.0139595155871808,-240.770481805838,1
356,0.0211079554088417,0.0471916113164526,0.0658426052643917,0.203008627134017,0.0158377380645522,0.0368404205616444,0.444498074622163,0.00107427200617822,0.00259243640451574,0.00281568203479099,0.0249514233140971,0.0205880448768173,0.0312223197946792,0.76467967716412,0.251434671956473,0.125650827797135,0.155536041768193,0.289970866572117,0.107403340950231,0.170803751657065,0.642171944738321,0.406719853343902,0.620325030150159,-6.47343031561893,0.037229370184741,6.86606753883907,6.31605520594232,4.4713380603751,6.70988299443772,11.8537269378546,25.0329219612966,1.01009125826837,1.02157260852486,1.06546022740046,0.0205182636273544,0.00866354803528324,0.0134509572007772,-242.415989986732,1
357,0.0233179114870513,0.0483026634285669,0.0559353820573007,0.101083513517598,0.0135285762256515,0.0415618431663891,0.492293413457048,0.00100239706769163,0.00191618428017543,0.00190205038224124,0.0245870729590815,0.0235485553813486,0.0335668793651295,0.753071837844385,0.203127794534082,0.150991795303465,0.154504099378571,0.26881806686812,0.0980347970078241,0.140929993279372,0.605907899595189,0.421237849077169,0.570597259622506,-6.16972919019614,0.0326251161620621,6.97160060649604,6.46665232091662,4.20096441264048,6.15831458375658,11.7886598042897,25.0494098699281,1.00945625848534,1.00218081778886,1.04228882550679,0.0209075958848583,0.00893415518358982,0.0135887787849071,-244.022849063523,1
358,0.0220557314660659,0.0325051279227697,0.08853854501388,0.110002545895412,0.026360511998908,0.0382862547553655,0.495327151324666,0.00124899564565048,0.00206454211757297,0.00298787775607603,0.0268354545419776,0.0227057325248146,0.0315743904986937,0.757067616336137,0.242033792314195,0.135895893416953,0.174569472588772,0.281408424359583,0.104201841915928,0.135487572056572,0.634814408573781,0.413195987462956,0.516578449104397,-6.49996939407389,0.0355517689036575,6.83762733393428,6.57420771851691,3.27758931623126,6.6815526038448,11.3988310775557,25.7557286637897,1.0092709960827,1.0130238009035,1.06514756932528,0.0209512352864395,0.00880217163749051,0.0139495465809748,-241.838685652241,1
359,0.0221682351377689,0.0547912003587978,0.0567693150549893,0.208985205179031,0.0203347448633138,0.0429228386039434,0.462461840541772,0.00105563588438625,0.00213004919850598,0.00331200343437808,0.0277176231120265,0.0230354142515404,0.0308382524002315,0.767120023553874,0.252072543946134,0.127386038510723,0.15464388172509,0.279531689222236,0.0834420495897708,0.176852486111968,0.644941462287462,0.355909532267849,0.644746570807923,-6.41222979083803,0.0338090939830744,6.884292507643,6.51551210763742,4.6679270503064,6.06045043345822,11.6689199882691,25.5141390439588,1.02386120392549,1.01999269226917,1.05956455806108,0.020844707040865,0.00731595209943448,0.0135497282212663,-246.874373636902,1
360,0.0212269125666231,0.0503012088574663,0.0537775709938292,0.161112743388357,0.0135674249638146,0.0386298475388516,0.458072404400051,0.00104343292508561,0.002179057413365,0.00223486245893478,0.0238899200587302,0.0213829902551521,0.0316889234469469,0.754822519034596,0.224508125575122,0.128193910868293,0.169256480196231,0.276644331605823,0.103249936518141,0.172994404607556,0.645121944506509,0.434475400716953,0.667242903603658,-6.24824169843315,0.0348621217879862,6.63353196438062,6.58199514565714,4.62843769600063,6.10447922937142,11.9044140924733,25.8816568335154,1.00380450785325,1.00631697366444,1.04190622377869,0.0209829462444536,0.00864502102895239,0.0139719901920753,-240.296524853209,1
361,0.0218644171703739,0.0451797933149427,0.0520249509802137,0.0660265229324824,0.0172574956370067,0.0390645517459179,0.48189941935794,0.00102762188141873,0.00147013472323121,0.00222979712731894,0.0254727212174572,0.0241179629115755,0.0322570168227099,0.795560710840943,0.209460771037323,0.147608600569386,0.154603066949119,0.257402991465698,0.105299516716715,0.132876985599716,0.598825001296604,0.381677862111074,0.53728618247334,-6.13886511166008,0.032423625041671,6.77576888608165,6.96411288527864,3.59487320687779,6.38583513265407,11.0576486291911,26.0998857754248,1.0042345311853,1.04896584908917,1.04860075985441,0.0202906649845497,0.00893843543075384,0.0133457199435396,-241.044897427892,1
362,0.0209927350795579,0.0551130668217923,0.0531679767272845,0.150254247569197,0.0147236123129954,0.0375888910838943,0.489995027648521,0.00101225755552633,0.00202226072662919,0.00274249017690839,0.0255586535451841,0.0227030175199971,0.0303297254910951,0.772287315246414,0.247245815060672,0.131640601076276,0.151894038898457,0.253133402775758,0.0957771320398158,0.186974959223239,0.613661338740193,0.42581389224386,0.714260995639622,-6.35036918214455,0.0355326261195737,6.84443896846867,6.39001944505023,4.88919627900704,6.11521356856241,11.9609713872498,25.6064359742144,1.00936233380266,1.00991464523445,1.0063155284375,0.0204644661117938,0.00874651974939158,0.0135945231535616,-237.898886949556,1
363,0.023160392844503,0.0441954043771867,0.110959867268173,0.183528701838648,0.0244289188776024,0.0452213735588547,0.468319154386312,0.00107812277503488,0.00178584228785148,0.00223511045597426,0.025712450049949,0.0225178862020741,0.0302914892823786,0.771840719049153,0.25169771461756,0.154343747175022,0.152612548637871,0.256457275951704,0.0794294329581611,0.189127558579419,0.619478638592094,0.358766501643758,0.773294130278451,-6.44516828080288,0.0360052602071304,6.69520434941037,6.2802951396061,4.90968384626754,6.80560957804696,11.8450586252218,26.5243654005848,1.07120826362671,1.01048116363688,1.02462700422208,0.0206467357215949,0.00746803202165097,0.0139793003160548,-244.009807157816,1
364,0.0214609560056325,0.0290188274891988,0.106979601252474,0.0766496883037595,0.027557881275309,0.0396947698197906,0.497050486572408,0.00150945608828322,0.00239573413857772,0.00254108998354903,0.0246074193118928,0.0188122142873524,0.0302053965313845,0.770298913991209,0.241080128995093,0.141356293039639,0.16514516664889,0.240415173258932,0.0952205028357226,0.1416156460184,0.625903053370156,0.353406947308308,0.593384553194864,-6.48720079595382,0.0367987256474621,6.98499163944095,6.25551018816294,3.81905141252326,6.61803089598447,11.0182344181146,26.8954576444836,1.00078595488699,1.06049860981947,1.03922304403506,0.0197662568221314,0.00884621120478426,0.0135991222107638,-248.383500453279,1
365,0.0210428737892204,0.0429755108252976,0.0558759359224098,0.199921954833544,0.0179507829132547,0.0386760184754961,0.468245152369468,0.00117405137592175,0.00262653357954644,0.00346954310151771,0.0264847038074517,0.0207884720107846,0.0310076726109352,0.768448480673355,0.23155578399738,0.117227140297941,0.158774447533413,0.278493903883424,0.10622605058494,0.159049550903217,0.602116530946429,0.400196647887559,0.668769346239785,-6.51298978170394,0.0366280779482792,6.67822220487554,6.70941718850966,4.13370417725466,6.44081392830158,11.5751147524648,26.4402642281343,1.00122244539826,1.0013513266742,1.03372210782446,0.0208161922623329,0.00846258008329458,0.0137302295502726,-239.844012334262,1
366,0.0238872729088366,0.02915262960696,0.0549654540647728,0.10810712247497,0.0272099613604274,0.0428392127689976,0.493833674504608,0.00135073695182987,0.0021806360891275,0.00408909408192962,0.0264128440982562,0.0234722950970895,0.0301054310353083,0.7588639415884,0.228946372036805,0.149596631228173,0.161603891706651,0.255325577016035,0.106383172370828,0.169057349881752,0.615140737086235,0.38933978413184,0.649663609294947,-6.53621254254518,0.0355541106144556,6.81104231132144,6.11787541933271,4.30797148277206,6.82761976020954,11.6826712518665,26.6223674817223,1.00042323371323,1.0705246547968,1.07457704946749,0.0206340296958963,0.00895025366492674,0.013680360343806,-245.856966982382,1
367,0.022542168172951,0.0306297951992763,0.063101761001944,0.153216189994055,0.0242103866084512,0.0411193882765519,0.426038372014581,0.00114928069990205,0.00228991926842091,0.00410926076132222,0.0279813361115333,0.0230333370842426,0.0304024745983837,0.770391536810398,0.265756941306767,0.147841284163954,0.161696626117621,0.26439696376152,0.100922318529596,0.135507351472393,0.623655022452043,0.379357843044615,0.577141319829686,-6.42592655870857,0.0340693680115322,6.60308706539321,6.44421338310554,3.36238606601175,6.97779359998423,11.7378494058406,26.9793861157489,1.00080728303578,1.01122379738774,1.07668700171064,0.0206118488992505,0.00865235966273166,0.0139615250677994,-245.490969508692,1
368,0.0215141323257243,0.0486955710113575,0.0522709336733546,0.0663900055233186,0.0152845086522312,0.0365688893077238,0.484168207266883,0.00107625684641678,0.00160753091624915,0.0017070793313021,0.0254356271508403,0.0240044146292774,0.0342439869925505,0.797229656914109,0.217010235576967,0.173869707689036,0.161364772896779,0.26472780000051,0.0939923981684852,0.170992171507577,0.636743037193203,0.386901145737586,0.682328995179545,-6.15808555394272,0.0327479232294485,6.79773934208924,6.44346167186986,4.87430909276169,6.36205756252266,11.3993913861168,25.463322777023,1.01231853551261,1.06001759077033,1.0707853375781,0.0209486095243661,0.0084871123796047,0.013842280180501,-248.02108111798,1
369,0.0251373996089208,0.0522546262987295,0.0612010193894394,0.0733716521347333,0.013964468228344,0.0379991087656948,0.455539259372304,0.00109010325206373,0.00191064924035499,0.00154771815544204,0.0215744755898931,0.0212658213164134,0.0342887730631569,0.789787388894521,0.22068037020537,0.120567823166256,0.149251294145859,0.254973516966752,0.101213543868048,0.171439789649265,0.64484105310716,0.418736871899314,0.769824399474403,-6.15516969834692,0.0338223810245482,6.71984968686623,6.87643415881032,4.75157893080163,6.53377992962147,11.1082220533857,26.8838786384578,1.00128272174541,1.03993846051445,1.04328151541362,0.0207861503807184,0.00899311402363442,0.0138515256522646,-249.377955729594,1
370,0.0267578799507335,0.0593513403608543,0.059699286287886,0.0537820880280901,0.0136430630210233,0.0399219768967821,0.495912022375594,0.00122807952014578,0.00132774022346218,0.00220247137211873,0.0218029209416878,0.0253556288931634,0.0303133978656275,0.771826734607895,0.228083015054026,0.141972658934365,0.172418835678239,0.233782783890609,0.106589190134538,0.156546472297351,0.5921936007688,0.425454267100461,0.654383693929127,-6.16781452399369,0.0337428068586185,6.06984118697525,6.8801118983512,4.45872487252045,6.96399923653604,11.0192674482992,26.6661685802328,1.0060343614588,1.02731208569047,1.02310555391624,0.0208497707442659,0.0089921597692603,0.0138928618730575,-244.484930175055,1
371,0.0215238325408235,0.0290397421449247,0.116411545282125,0.0837183057886534,0.024939865611327,0.0431459331643513,0.473410113536774,0.00129007162588366,0.00151530192581919,0.00208554789897948,0.0243538741941812,0.0243548206431528,0.0301275482815209,0.75578714232718,0.243469828529467,0.177721010297184,0.165019412157179,0.2548453163008,0.106450920488303,0.130839467038726,0.619707639428967,0.373620788529796,0.495972848134797,-6.17546037171857,0.0322181144002834,6.64695784369003,6.08875892079795,3.23393793370366,6.92313632388361,11.3873400176598,26.8807614704984,1.06369843972986,1.04807710938272,1.00628535166313,0.0208343659092161,0.00880429214839932,0.0139478543587623,-239.782135623986,1
372,0.0216438383825909,0.0363167613327044,0.106904254673821,0.0508241957570314,0.0256545232349945,0.0451019607851436,0.497232600137147,0.00127175993678543,0.00106582280708133,0.00205534403026684,0.0256950967146983,0.027122573301434,0.0301513013541041,0.780858809293988,0.252763552088191,0.18305093910613,0.154296108398213,0.261134929010209,0.0966363539428217,0.137841098558773,0.617142810909685,0.333928768012464,0.558224313372239,-6.13341443107091,0.0309765943505435,6.91242677948912,6.10454195148285,3.58226285770071,6.87435874560867,11.1132239486221,26.9247869052064,1.02908353780275,1.08385829306935,1.01867830778496,0.0205919288808908,0.00879387317882684,0.0138502064264167,-245.349905102227,1
373,0.0277023303653115,0.0582787198804889,0.0884197574560218,0.066432728948806,0.0141018148914835,0.0384419222336771,0.461637212452125,0.00100831077963424,0.00141450209043175,0.00216402620593941,0.0247954695096811,0.0264726756924796,0.0302117617584464,0.764102270065174,0.238263025458309,0.156519040335995,0.158404515533298,0.26895810756873,0.113721554652705,0.136719640691948,0.621723979732801,0.424608625210165,0.545448166812724,-6.13403659402286,0.0320354065176932,6.95073976817562,6.95645227252056,3.76025868512712,6.45574284627262,11.7193531055171,25.4155939447425,1.00647549562599,1.01298430773882,1.0146229239904,0.0201808995207927,0.00888503721075123,0.0138912216160734,-244.892765975067,1
374,0.0215040543248852,0.0399166865385394,0.0655354794026668,0.208880701759467,0.01635760825833,0.0397513331960422,0.441818615015858,0.00101437260077074,0.00247782216590046,0.00219726867126408,0.0242911033969265,0.0194808938514066,0.0303031833059806,0.75324306470954,0.245940739488156,0.134555708998236,0.15743659283669,0.272016357689992,0.0979881034682359,0.169181691817074,0.618701137343171,0.359077731396093,0.707883368901532,-6.34094362790861,0.0365683402912533,6.88792406590843,6.09225212230111,4.71042899581373,6.05549952935514,11.6314788440178,26.7535099896957,1.05579756098912,1.03627849454941,1.05359442908381,0.0206125818564959,0.00879755122222344,0.0133648295571631,-242.449175296785,1
375,0.0211850567361403,0.0296984416632323,0.110386598378222,0.0802366740834078,0.0268192946456284,0.0397149572353389,0.479922743174225,0.00144025692602572,0.00181778948458741,0.00260232873445364,0.0249280695214268,0.0232877362527756,0.0308110852124089,0.755443019702325,0.246003090095664,0.157625393836652,0.159725176133347,0.254450384143628,0.100536680853428,0.140146411404219,0.613455344565398,0.344308581954626,0.524382496328245,-6.33634209701206,0.03389796182622,6.8902797472852,6.13470604138031,3.34269806438204,6.7583297293102,11.4120117143835,26.8448471128723,1.06959861803167,1.02546219880669,1.0165407268526,0.0203703455458588,0.00872143666448434,0.0139658592502867,-233.905860928697,1
376,0.0209824310380999,0.0435482968184712,0.0530765678459448,0.0730888706246302,0.0152739967271559,0.042222703104046,0.491347391237637,0.00118276002395846,0.00193249801942939,0.00204218189325867,0.0240310409443834,0.0228031104970266,0.0317019914455061,0.785859953441202,0.205717447834417,0.134000406044945,0.153185869333611,0.272399942887793,0.0972359012422529,0.161313557611499,0.611710572817963,0.385910239668127,0.72215312662562,-6.22148982597122,0.0339530891514387,6.75643183779552,6.22043496465065,4.66380005487926,6.34566573420459,11.0340720254462,26.8664644464239,1.02452208364006,1.015117327689,1.02777454995979,0.0207951000643889,0.00873183119790396,0.0138495566837829,-242.933595689352,1
377,0.0221938847743554,0.0296313737725506,0.116349158774225,0.168165842137462,0.0255391631835002,0.0373782489834487,0.480095068708466,0.00107743243716888,0.0023542276150535,0.00274948014541037,0.0263428873501683,0.0200098682072431,0.0302616251609286,0.771980085219969,0.255996456057162,0.14176628141088,0.155737400818236,0.269744927330173,0.0979197267415313,0.147395903054554,0.618091503414343,0.353703692179988,0.612650129125345,-6.45246197042053,0.0361177591551659,6.82140022455469,6.03048859165068,3.92793502506963,6.61229540867267,11.1917463520259,26.8739889996148,1.04585073787767,1.04421951600705,1.01872792006347,0.0206713680331071,0.0086403359986311,0.013122677889836,-237.007987152824,1
378,0.0218527206596571,0.0303759712286536,0.112304706192256,0.0958462207890774,0.0260693306977567,0.0395853842138355,0.423279861983232,0.00100422969798379,0.00164620047519977,0.00190876653249343,0.0276553882612393,0.0231944781647689,0.0332041815240031,0.756113163806318,0.258524228323172,0.159799633335832,0.188091798127683,0.256049942160574,0.12468248464514,0.15220574717581,0.578019486508562,0.441206491916133,0.602695151041228,-6.13556434893515,0.0308234177166632,6.21595988143543,6.98490721588653,3.81233372885232,6.61751599579761,11.2925764135351,25.7186417788252,1.07687300893124,1.04467745693699,1.01450813644783,0.0206302326330031,0.00895927227151653,0.013915515563901,-256.709942052988,1
379,0.0233141935646435,0.0311516452273327,0.111737007972419,0.115751408376808,0.0270891924261373,0.0411052027555682,0.495324482756523,0.00101324289320096,0.00139797158162139,0.00223607001640992,0.0257331483637254,0.0240648223933026,0.0302385842068006,0.753484533557628,0.233493732212745,0.156590177191433,0.164245558926423,0.243288204198113,0.106444284117482,0.163250262036699,0.635106087771255,0.392510160091877,0.649014436313943,-6.18994876603022,0.0325767065450169,6.21318897154906,6.78706737591147,3.94763174293888,6.72551768888856,11.1309359650153,26.9505661716795,1.08729630482956,1.00893141336578,1.02267131183893,0.0208176118642407,0.00877454615210162,0.0138813308749133,-244.514382376287,1
380,0.0246976673204248,0.0578208319755159,0.0603142281150876,0.0639801212531249,0.0136164232019892,0.0366615042332544,0.48750217176186,0.00110148101595807,0.00147666359358487,0.00206507814795207,0.023683143255747,0.0248248570868575,0.0309876685127067,0.758468509557806,0.219414657731714,0.141686821567481,0.176363953545122,0.27348008536813,0.105882228784436,0.130099098977959,0.596678409623839,0.387680101229916,0.556026720389379,-6.13619454254218,0.0331595398476801,6.97690814375605,6.66693162218681,3.8768232103119,6.11527697060688,11.2949704657803,26.4868858963796,1.00418121664847,1.06483603960443,1.04289361966459,0.0206212987295765,0.00898412330592319,0.0137459474668661,-240.137960744199,1
381,0.022871163249282,0.0539461493051803,0.0982886579802142,0.0493752724581877,0.0185608986882869,0.0373840721997913,0.48211145219384,0.0030042777430604,0.00270817366738793,0.00212694135527722,0.017004126535406,0.0185690463278235,0.0332521053679707,0.755693191207336,0.212295220636367,0.128795134057598,0.155476354118538,0.25926522134225,0.0773502367772085,0.180022809383072,0.58587709058183,0.302869402565436,0.768307540858392,-6.63727130165717,0.0396801606785181,6.70324148421618,6.09558169472839,4.94849166846005,6.5575771195289,11.3971448820645,26.7480975706579,1.01761760128703,1.00128670512572,1.00507184899094,0.0206238100920269,0.00777548629679161,0.0139244143916046,-244.541630594439,1
