"PreclinCancerProg_Exp_Rate_S1S2_P","PreclinCancerProg_Exp_Rate_S1S2_D","PreclinCancerProg_Exp_Rate_S1S2_R","PreclinCancerProg_Exp_Rate_S2S3_P","PreclinCancerProg_Exp_Rate_S2S3_D","PreclinCancerProg_Exp_Rate_S2S3_R","PreclinCancerProg_Exp_Rate_S3S4_P","PreclinCancerProg_Exp_Rate_S3S4_D","PreclinCancerProg_Exp_Rate_S3S4_R","pCancerProg_S1S2_P","pCancerProg_S1S2_D","pCancerProg_S1S2_R","pCancerProg_S2S3_P","pCancerProg_S2S3_D","pCancerProg_S2S3_R","pCancerProg_S3S4_P","pCancerProg_S3S4_D","pCancerProg_S3S4_R","pSxDetS1_P","pSxDetS1_D","pSxDetS1_R","pSxDetS2_P","pSxDetS2_D","pSxDetS2_R","pSxDetS3_P","pSxDetS3_D","pSxDetS3_R","pSxDetS4_P","pSxDetS4_D","pSxDetS4_R","country"
0.216705205921353,0.239502615409845,0.369953487405994,0.243380107860791,0.285028506982615,0.438056321021828,0.456343847497234,0.546462982888189,0.732806962251038,0.194832707127249,0.212980785038535,0.309233540769972,0.216026537346448,0.248007183032333,0.354710561526722,0.36640406073909,0.421005895046358,0.519441813539099,0.0156487657226187,0.0203784472956033,0.0377548164046603,0.105672815413263,0.127205525322996,0.147496133577884,0.499359154020932,0.515198177244103,0.795751297139982,0.998853071296369,0.999623229494317,0.999999251849104,"Chile"
0.247643948284044,0.254092439269304,0.369023239861574,0.283209823838516,0.262028888868069,0.414820738716855,0.508256223118997,0.424923935822114,0.674736231266414,0.21936215875501,0.224379899022862,0.308590657993804,0.246638301968482,0.230511206273765,0.339541335238464,0.398456377368536,0.346180484517595,0.490709262134622,0.0163403566478722,0.0231251300176795,0.0343915475193073,0.119462771424081,0.108458463602047,0.138399344830237,0.528217197854922,0.392483574917649,0.785826361330427,0.999595471715564,0.995139248696053,0.999998514618187,"Chile"
0.305629205346603,0.238857979922231,0.357388000018337,0.234229460590433,0.277046350767031,0.442690990017261,0.474908134408808,0.499944486381498,0.725008241535871,0.263340281693905,0.212473280963143,0.300498961340873,0.208819749622076,0.241980638482597,0.357694344715568,0.378057811072401,0.393435668641105,0.515679422606497,0.0224531486051869,0.0205223378034163,0.0370265674834225,0.109153807093145,0.117079179896672,0.143062821179356,0.524240718662269,0.477025701893593,0.789576797775038,0.999226865164169,0.998977282045492,0.999999236455848,"Chile"
0.204262926749247,0.256088736341796,0.361131124474938,0.221405624291072,0.247432646375323,0.434523899874941,0.482181963628642,0.593039109134951,0.757245741233733,0.184752007498916,0.225926722686333,0.303112386546807,0.198608449525155,0.219197191060755,0.352427096763209,0.382565299116429,0.447354819037128,0.531043723159102,0.013087199814696,0.0228846809335552,0.038292813250541,0.0983286851632618,0.112046930164364,0.146668049171386,0.529841033913351,0.507329427207503,0.799091606910369,0.999675974894869,0.999528753235551,0.999999072020265,"Chile"
0.233212231331587,0.284050738457743,0.395453980314586,0.2386566369819,0.25067468244212,0.496212881687678,0.504431024104932,0.4682252856473,0.763813253869058,0.208014528444533,0.247271548543455,0.326625728815688,0.212314702054107,0.221724482929044,0.391167981911317,0.396150946741965,0.373887546381771,0.534113507973512,0.0157248898489937,0.0226126432700223,0.0373931964484022,0.11172988516861,0.112696331406766,0.162441839434823,0.561077755608552,0.451588913162992,0.823972581482096,0.99982234594982,0.997888688579389,0.999999623059091,"Chile"
0.203150753970992,0.250924948566865,0.349766351314813,0.252399653481442,0.244329326117194,0.409604155452461,0.514405854438936,0.44826699409585,0.668620897747032,0.183844806485506,0.221919234555801,0.295147241599095,0.22306582843293,0.216770346195416,0.336086995529187,0.402144297573319,0.361265876976127,0.487585236922032,0.0160228164832969,0.0227617576222291,0.0351707999336086,0.12571614111725,0.113624019431416,0.145149196104112,0.603017872109132,0.439869053321102,0.76970544561096,0.99969435890139,0.998200863185814,0.999998981318485,"Chile"
0.215281733434616,0.260476760397315,0.395884892176971,0.256941999806461,0.243420472810274,0.338144020549102,0.517094032863298,0.549374557177201,0.589617587135762,0.19368575750668,0.22931593344056,0.326915831268183,0.226586929427636,0.216058181756997,0.286907419482534,0.403749282164481,0.42268922763272,0.445460692843345,0.0150960088157374,0.0235971215533255,0.0366334158423346,0.117694160803863,0.100561928447972,0.118505019317123,0.526044593740586,0.49037797924011,0.714445986092147,0.99940205084345,0.999370581495972,0.999960107332664,"Chile"
0.241132254587945,0.243017693936102,0.399757233746537,0.245508118273465,0.26933930964382,0.461806079520605,0.514657601814053,0.452155239707646,0.764597377277893,0.214262297899759,0.215742362955728,0.329517203123757,0.217693067212883,0.236115981544376,0.369855473977088,0.402294787233621,0.363744610042711,0.534478677290155,0.015378538095116,0.0178487102593817,0.0373936358907773,0.112223068232527,0.114170695859247,0.154757393344002,0.561639517543049,0.393957883978116,0.803124987016573,0.999451087850798,0.995571049763802,0.999998310732628,"Chile"
0.256333614297563,0.240897103279683,0.375350120292661,0.252546852601357,0.252526290353602,0.417017256757844,0.489898167780311,0.518605693315379,0.610712075047038,0.226116252961255,0.214077508925326,0.312951313011967,0.223180184042488,0.223164210716748,0.340990452522183,0.387311217533509,0.40464992988588,0.457035899800579,0.0155187937853384,0.0225218683470206,0.0373832904951321,0.116239975271486,0.116691413898407,0.142244013893282,0.558666052245467,0.495418292508584,0.712512644590358,0.999740048181837,0.999146290666746,0.999982817802717,"Chile"
0.250388074120213,0.245173369166675,0.371183084942346,0.2167836968415,0.241054426528567,0.452666485649322,0.492324991006073,0.438155158502572,0.874800414219301,0.2215013907206,0.217431146829536,0.310082383532004,0.194895902968757,0.214201143079475,0.364069809893061,0.388796302153176,0.354774337157408,0.583054772286556,0.0186779224329712,0.0207782481585994,0.0356923010256489,0.101003872331599,0.105263470227424,0.165523055009807,0.571029004987494,0.451147278047931,0.84749483340427,0.999572951003521,0.998526319948417,0.999999803503747,"Chile"
