"id_draw","IndividuakRiskMultVariance","alpha_lesion_adenoma","beta_age","AdNaturalHistoryPropensity_Gaussian_Variance","AdGrowth_Exp_Rate_1_to_6_P","AdGrowth_Exp_Rate_1_to_6_D","AdGrowth_Exp_Rate_1_to_6_R","AdGrowth_Exp_Rate_6_to_10_P","AdGrowth_Exp_Rate_6_to_10_D","AdGrowth_Exp_Rate_6_to_10_R","PreclinCancerProg_Exp_Rate_S1S2_P","PreclinCancerProg_Exp_Rate_S1S2_D","PreclinCancerProg_Exp_Rate_S1S2_R","PreclinCancerProg_Exp_Rate_S2S3_P","PreclinCancerProg_Exp_Rate_S2S3_D","PreclinCancerProg_Exp_Rate_S2S3_R","PreclinCancerProg_Exp_Rate_S3S4_P","PreclinCancerProg_Exp_Rate_S3S4_D","PreclinCancerProg_Exp_Rate_S3S4_R","CancerOnset_Gompertz_Shape_P","CancerOnset_Gompertz_Shape_D","CancerOnset_Gompertz_Shape_R","CancerOnset_Gompertz_Rate_P","CancerOnset_Gompertz_Rate_D","CancerOnset_Gompertz_Rate_R","pSxDetS1_P","pSxDetS1_D","pSxDetS1_R","hr_SxDetS2S1_P","hr_SxDetS2S1_D","hr_SxDetS2S1_R","hr_SxDetS3S2_P","hr_SxDetS3S2_D","hr_SxDetS3S2_R","hr_SxDetS4S3_P","hr_SxDetS4S3_D","hr_SxDetS4S3_R","lp__","chain"
1,1.11111114735867,-7.09821618222161,0.0489265556172674,0.389141232855206,0.20693542358015,0.0244451501167077,0.659978745085362,0.0495444248056476,0.0884628160976457,0.0268169878611245,0.297565244729107,0.319476604510747,0.301233468394367,0.26335599257008,0.334069496881917,0.44603234588523,0.499640563588375,0.681563859796699,0.693224740587273,0.0206792505844833,0.0170381604601504,0.0200922058762196,0.000516848645734783,0.0018312071859201,0.00308734767283962,0.0215545763102754,0.0346098946613336,0.0229547175533122,6.0700832788717,5.35608881439143,6.52168181548639,6.59032931906995,5.30006989983105,9.88979939872877,8.86998611708033,9.07512051291538,10.5538673229815,-223.780515811983,1
2,1.12215163039774,-7.03603079452249,0.048992057247098,0.364352955571115,0.150608012543429,0.038137513714009,0.708865640145621,0.0466626413294521,0.0832461554741404,0.0250724673450344,0.280506635685361,0.282815771505701,0.229570900077118,0.261265748360801,0.256027104253731,0.480500801498714,0.465409515368036,0.678728344713875,0.784958162376358,0.0191466520688918,0.0156686560444827,0.0203860330027791,0.000655350897562728,0.00159134311597849,0.00390121534975927,0.02060478060271,0.0272430027489163,0.0178571136780827,6.35754285174148,5.51135323016997,8.78998653870836,6.03194561582536,6.98512186785956,10.2830040115098,9.6112193517228,10.9610152068206,9.9704714221112,-218.549078102544,1
3,1.00800846978825,-7.12028486470167,0.0498468133516467,0.387622947576858,0.143776184546406,0.0426570870320859,0.718402715427882,0.0733127711271221,0.096089678281434,0.0157143666660563,0.250728935667201,0.31992584488717,0.208299050212107,0.265070475039373,0.253467474184335,0.432539957001125,0.490254441248624,0.53637823214554,0.641722524327196,0.0212970887173341,0.0152423812425489,0.0203441492848253,0.000449477965758113,0.00152799759497368,0.0054083508883959,0.0201798675186606,0.0312694933068019,0.0190594954632189,7.06761822037161,4.07505959020586,7.89048394200299,5.81213224939639,6.06041465944433,10.1480140958366,9.58092671514713,10.2178153707771,8.41727300500373,-220.136244857305,1
4,1.17152749496032,-6.92814972498846,0.0469595792439883,0.351922294147171,0.183726409156707,0.013080086614543,0.70071998563115,0.0610289175979484,0.080632664296948,0.018799863608444,0.304899357173375,0.311992629857788,0.213599614647587,0.281978213639563,0.251229253506458,0.445076935214039,0.500382715068291,0.670695395732841,0.721147249981185,0.0202246619515852,0.01885447350834,0.0201217563083404,0.000457596678732798,0.00204662428849007,0.00359265369662403,0.0244628266831145,0.0335856062724924,0.0159108051133309,5.95906313142375,4.03540834048039,8.7560632740755,5.14686570051043,7.50841563105575,10.3816288509689,8.76873098395558,10.8706338583446,10.3201005690632,-223.67591153358,1
5,1.18041672852973,-6.96845888657135,0.0463956361692593,0.392495206255597,0.154637511579969,0.0245957007596398,0.659889584837967,0.047952002485198,0.0961529160230514,0.0278261033816468,0.259948351703467,0.299256584422765,0.205425465393377,0.263684573246223,0.3179455934397,0.462849989028861,0.485474869885417,0.694055696861326,0.67542602021198,0.0212948005339816,0.0204167902239123,0.0205959033257196,0.000574888306574554,0.00148634935894212,0.00371488297381421,0.0226491202162981,0.0322780792113581,0.0181477948827413,5.89244218244762,5.14964526937644,8.93443026922595,5.92088529649071,6.71075140494323,8.62495367119637,9.53841950426637,10.8166996509736,9.18498762427534,-216.536704571948,1
6,1.12173026888976,-7.08131500503267,0.0488224472674384,0.388364842111209,0.156875276379584,0.0330390484049607,0.705355593811133,0.110451061494194,0.09452508980893,0.0228855997732631,0.200922292851898,0.313070641301766,0.253009633914233,0.267841687495258,0.263631319393049,0.472635527829524,0.473437138345563,0.631641623305553,0.683180871588207,0.0207408956614386,0.0184551847602215,0.0200217783254739,0.000402834333566783,0.00143887907798057,0.0039238624205711,0.0170136229219317,0.0302351377198635,0.019222558833,7.83606336638991,4.68416011574842,8.20380525375091,6.17396891859169,6.60885520101553,9.2286204300084,8.63082984115323,10.7265011624648,8.74606273576704,-219.242635805844,1
7,1.14225928435044,-6.98464935610407,0.0477395756536265,0.395620108536982,0.195236815205334,0.0449191021884919,0.713383947961379,0.0634953007214936,0.0956084181212481,0.0197411288160611,0.260485380357024,0.268782806926569,0.235174390239767,0.274086249709321,0.281136283929961,0.49774537902386,0.487284607326709,0.6069428141583,0.855391332635822,0.0212492496730815,0.0183237896340634,0.0201262088299016,0.00042258736276705,0.00114623645510182,0.00435587574301937,0.0226195622611653,0.0278103004215249,0.0196777893802376,6.23018807357402,5.51049362853458,8.61994800285227,5.83288541216717,5.89535639947106,10.3059535749955,10.0619532543026,10.9794793642999,10.8126651747647,-218.817543263531,1
8,1.19065427515023,-7.21172107959221,0.0514023722751041,0.396327942756029,0.183593738805696,0.0354064895294199,0.654000128516837,0.0576084706573116,0.0864945487064703,0.025785052573524,0.252605327379938,0.313745200363904,0.201813626217733,0.283693063779019,0.247108518605182,0.46296831962293,0.503812391121435,0.504802585538902,0.62198215313788,0.0182246820910297,0.0154793506678439,0.0201455219791141,0.000625374917073592,0.00168957006608547,0.00473628033843171,0.0192536741782295,0.0313868246441089,0.0193101742478531,7.85190503239885,4.28691052810443,8.14293176674599,5.9733689185925,5.86505061563947,9.05769462321727,10.7670473763785,10.8342684011185,8.1530960882014,-224.698214215474,1
9,1.13940477060482,-6.92670043580311,0.047526616011427,0.374579191061414,0.162243906167574,0.0368638710602355,0.717617090317072,0.0445741581645815,0.092033289465517,0.0158867172531787,0.294945355950941,0.292467100229167,0.220752138631751,0.273564941796268,0.265512963987478,0.496274256548015,0.495440047384331,0.661929826301377,0.839232091345971,0.019206614388781,0.0179862244811911,0.0201818231992832,0.000623541765822408,0.00125891397838175,0.00451518630765172,0.0239532170626116,0.0271497630463318,0.0196767616124022,6.42982733684641,4.92911212276412,8.68939215936966,5.47225206455926,7.52943365338917,10.214701953849,9.18967664171775,10.9000583529549,9.6195401017862,-217.707182437725,1
10,1.17346223988407,-7.11318133183046,0.0493384643715287,0.346558884390983,0.164928308259717,0.0418162729898377,0.707474621060108,0.084616620931314,0.0989605595465028,0.0241021722813868,0.220326772318435,0.317545121084136,0.225918177302062,0.282950255564138,0.271655432209572,0.496928995160295,0.51395907105688,0.53254657281404,0.705040716837651,0.0219785215472071,0.0151732774766263,0.0203087378222389,0.000383627267373522,0.00159650059308821,0.00395787666830088,0.0180528268871628,0.0295671886726396,0.0194800550861167,7.54761268988627,4.88999270786503,8.46106364930499,6.37548748823733,5.0005901578052,9.38914580307106,8.77105853533486,10.4424497691971,8.03838336257823,-230.141204984438,1
