"id_draw","IndividuakRiskMultVariance","alpha_lesion_adenoma","beta_age","AdNaturalHistoryPropensity_Gaussian_Variance","AdGrowth_Exp_Rate_1_to_6_P","AdGrowth_Exp_Rate_1_to_6_D","AdGrowth_Exp_Rate_1_to_6_R","AdGrowth_Exp_Rate_6_to_10_P","AdGrowth_Exp_Rate_6_to_10_D","AdGrowth_Exp_Rate_6_to_10_R","PreclinCancerProg_Exp_Rate_S1S2_P","PreclinCancerProg_Exp_Rate_S1S2_D","PreclinCancerProg_Exp_Rate_S1S2_R","PreclinCancerProg_Exp_Rate_S2S3_P","PreclinCancerProg_Exp_Rate_S2S3_D","PreclinCancerProg_Exp_Rate_S2S3_R","PreclinCancerProg_Exp_Rate_S3S4_P","PreclinCancerProg_Exp_Rate_S3S4_D","PreclinCancerProg_Exp_Rate_S3S4_R","CancerOnset_Gompertz_Shape_P","CancerOnset_Gompertz_Shape_D","CancerOnset_Gompertz_Shape_R","CancerOnset_Gompertz_Rate_P","CancerOnset_Gompertz_Rate_D","CancerOnset_Gompertz_Rate_R","pSxDetS1_P","pSxDetS1_D","pSxDetS1_R","hr_SxDetS2S1_P","hr_SxDetS2S1_D","hr_SxDetS2S1_R","hr_SxDetS3S2_P","hr_SxDetS3S2_D","hr_SxDetS3S2_R","hr_SxDetS4S3_P","hr_SxDetS4S3_D","hr_SxDetS4S3_R","lp__","chain"
1,0.327919690433036,-6.8397403069138,0.0445326665226918,0.490785900402139,0.0196427485679757,0.0223648383493487,0.149294105486364,0.00590069893775078,0.121082480764729,0.0381219142803184,0.254532160927997,0.284966721525438,0.343435276181497,0.280216288218264,0.294077105427518,0.28258156106952,0.404939354466411,0.625598702164628,0.417391711156221,3.11014505683412e-05,0.0129713212980496,0.0030524031797147,0.078975322850749,0.00494902886913081,0.0179097081653339,0.0236098984405946,0.0258215499002892,0.0265300160525089,6.24440331441111,6.37496332781347,4.63550890140663,5.08891643009578,5.81946706375103,7.81944829907421,8.26858201291507,10.6278440510229,8.32790167477635,-169.859336716268,1
2,0.328441650615097,-6.90786783935577,0.0451329899922578,0.436550877578724,0.025513341221597,0.0196796737362532,0.103147668984382,0.00734687943902934,0.133333651398622,0.0361755040877795,0.259661458180386,0.298606592413474,0.352219735580965,0.279191993777966,0.312552541444506,0.354732410337756,0.426443050527507,0.65488927767333,0.650466635082456,5.30557991103948e-05,0.0135757244035221,0.00357019571477229,0.0769756811759704,0.0059485705999806,0.0232571672431036,0.021325765855858,0.0265541667553874,0.0297617182986026,7.17716583626379,6.22382296904593,4.88120603098466,4.48037131989621,6.12464030288118,9.10089553025677,8.01862021247193,10.8464889651071,8.56532012735907,-170.250818182667,1
3,0.320399464696117,-6.7375963781593,0.0415845684595657,0.462937383635387,0.0334929271836839,0.0181938882250082,0.115506564307615,0.00572082128992057,0.102340818793197,0.0390143699370802,0.248533883703584,0.273187432087303,0.361841711271407,0.271324197488448,0.248620045457175,0.282445030440346,0.362965166852683,0.542179443020154,0.500028730454788,8.64357092667689e-05,0.016123508514672,0.00150780240263339,0.077442268358836,0.0047197740992881,0.0197465705258145,0.0211093998673756,0.0255275741990173,0.026222867348725,7.24529085699573,5.17841944313056,4.67701730278342,4.29765759861889,6.34011151405045,8.45726138629637,8.01798387008358,10.998543091396,8.66317852240936,-182.510216980542,1
4,0.291547458763526,-6.73016689947356,0.0424034914139268,0.459973503157019,0.0227949871061587,0.0198182219405738,0.134955677789329,0.00596516107149936,0.128214156341558,0.027556601643363,0.272462880415604,0.265992135211949,0.342217471910376,0.283178164870225,0.260162194714761,0.291827655240097,0.340631322266871,0.642776957870747,0.392496970549264,8.33398799721067e-05,0.0150612316586353,0.00174413304055992,0.0787956121133661,0.00358827574157857,0.0215107713347861,0.0236219115133313,0.0257357814678447,0.0256000309347515,5.62739846511784,5.66895336049295,4.91328207822223,4.54235967933695,7.45049059618029,6.7818760608126,8.01629880419147,10.2083511467522,8.25606403414192,-186.42448305545,1
5,0.30605750333635,-6.81847855182962,0.0436027224380553,0.495559477270245,0.0209144401959833,0.024609796414262,0.142818966141327,0.00607812416982751,0.152961972976076,0.0253095689806459,0.266022159819295,0.288677050277117,0.373667924993775,0.282356996479353,0.279385300696438,0.341507817440213,0.407517417803886,0.518952587465745,0.576374674435085,1.82939790798881e-05,0.0126329514215753,0.00230937738637308,0.0788411712734272,0.00511414246909637,0.0291534968009056,0.0224413100144614,0.0270274504850564,0.0298631323707648,6.86604653146424,5.35107605371911,4.7385093814221,4.37623057425039,5.14089883931902,9.09633073241327,8.19040582956148,10.5642658435116,8.76013255207049,-182.338360409247,1
6,0.338089526858735,-6.85618683852278,0.044979848680758,0.454774086769754,0.0254131269002218,0.0182192595973472,0.135396098710643,0.00594749337766892,0.182269221391235,0.0344532247091636,0.276031269130275,0.307240932753856,0.339044423771168,0.276308361452037,0.255204054813949,0.386217149842405,0.423772723111448,0.624507798807136,0.739661259088212,3.97363332780867e-05,0.0097176959767233,0.00251119570945972,0.0783567095537111,0.00700441646887694,0.0209197663303204,0.0231106238922139,0.0249720512413136,0.030636551777901,6.96784982887105,5.11014023807675,5.05320985827601,4.35782258686503,7.34571145303715,9.81477640089627,8.03987189780255,10.7583210356741,8.01023825217821,-182.846064238466,1
7,0.313462561589854,-6.88178321039861,0.0448531203423358,0.453536250913379,0.0250547207483734,0.0195414434230106,0.125671201633143,0.00592269355032926,0.143573032986625,0.0368542037051818,0.257369178321274,0.264770703699148,0.349639708895523,0.27671002893214,0.239296046733227,0.305114973893842,0.377131215735743,0.554508345702452,0.480389697441656,5.75503425697782e-05,0.0114090095123599,0.00136444074774805,0.0797163362796975,0.00599321097658463,0.0197931687763963,0.0217546132434232,0.0253074337380279,0.0275649920450458,7.08423531776627,5.08224385093657,4.67873265466922,4.07804556232567,6.45075065366674,8.18443417615622,8.0231167006908,10.5119075236288,8.59426015137678,-174.668008282388,1
8,0.337135065296491,-6.84441016503828,0.0452311774754603,0.466495489262344,0.0190617358657362,0.0217995495352382,0.246789890656965,0.00690073934086665,0.081012091572639,0.0440131695329658,0.253352022300831,0.306401658880375,0.311395251193228,0.283393626582813,0.287712321924195,0.329959274526387,0.41491460072437,0.681921981546606,0.511991819456506,6.06420434640909e-05,0.010999662815649,0.00189247218145848,0.0762707364201036,0.00608197227739737,0.0191173569309748,0.0226536171314217,0.0256795381644369,0.0266653132742674,7.34665669754959,6.20222051402891,5.16063852966566,4.48885139183711,6.80802239497941,7.88277467348508,8.22939038323094,10.7776170955087,8.26365480162869,-178.242068377632,1
9,0.303839688423771,-6.75759778316829,0.0435656742986684,0.485818535681832,0.0157420231388007,0.0258073435397296,0.173047477100104,0.00576198784119271,0.0993398967793081,0.0315699003372107,0.274487419937212,0.301771718875384,0.307831098013841,0.282671976487174,0.297021149892522,0.324429941647777,0.382443527745112,0.659468262164318,0.383046811902364,3.57327391320708e-05,0.0148774315957138,0.00204847477017577,0.0787580221344122,0.00316008255987361,0.0205380028849492,0.0239792236756281,0.0281783716671004,0.0258094110743158,6.64109386756248,5.79236765092579,5.85721347707104,4.69187784860273,6.3764019193302,5.89174360393297,8.08272748208895,10.3434600459633,8.9932793431933,-177.322801680499,1
10,0.300453079857687,-6.90277719187517,0.0448886017159399,0.489177038122535,0.022631014391554,0.0154524387766135,0.0781068192764568,0.00516056308390257,0.206314221063105,0.035740091678911,0.287697224774213,0.28328295265652,0.33263020838047,0.282577634468068,0.258267311622153,0.377240965857695,0.347125793263743,0.62250266256684,0.461370980529091,4.51982059223886e-05,0.0149233164812243,0.00338568535895206,0.0780457746404664,0.00433822697772355,0.0219478622503613,0.0241828193697423,0.0241191892653719,0.0310810458989145,6.37335765199416,5.95057216079432,5.19369595231477,4.08264617511676,6.5647305603071,6.0416248795957,8.29909099630843,10.6504255131153,8.2029603474261,-180.350843709131,1
