date,2026-08-26_06:43
model,SimCRC v0.14.0.2
risk_scenario,Base
population,TOTAL
adherence_fucol,1
screening_startage,50
screening_stopage,75
stoolorbloodtest_type,FIT
stoolorbloodtest_interval,3
structuralexam_type,NA
structuralexam_interval,NA

age,n_alive,n_alive_nocrc,n_pos_fit,n_pos_sdna,n_pos_srna,n_pos_blood,n_pos_sig,n_pos_ctc,n_pos_scrcol,n_neg_fit,n_neg_sdna,n_neg_srna,n_neg_blood,n_neg_sig,n_neg_ctc,n_neg_scrcol,n_pos_fucol,n_neg_fucol,n_pos_survcol,n_neg_survcol,n_adn1to5_scr,n_adn6to9_scr,n_adn10plus_scr,n_ssp1to5_scr,n_ssp6to9_scr,n_ssp10plus_scr,n_lesion1to5_scr,n_lesion6to9_scr,n_lesion10plus_scr,n_CRCstageI_scr,n_CRCstageII_scr,n_CRCstageIII_scr,n_CRCstageIV_scr,n_adn1to5_surv,n_adn6to9_surv,n_adn10plus_surv,n_ssp1to5_surv,n_ssp6to9_surv,n_ssp10plus_surv,n_lesion1to5_surv,n_lesion6to9_surv,n_lesion10plus_surv,n_CRCstageI_surv,n_CRCstageII_surv,n_CRCstageIII_surv,n_CRCstageIV_surv,n_CRCstageI_sym,n_CRCstageII_sym,n_CRCstageIII_sym,n_CRCstageIV_sym,n_CRC_dth,n_compl_dth,n_oc_dth,ly,ly_nocrc,ly_crcI_initial,ly_crcII_initial,ly_crcIII_initial,ly_crcIV_initial,ly_crcI_contin,ly_crcII_contin,ly_crcIII_contin,ly_crcIV_contin,ly_crcI_termcrc,ly_crcII_termcrc,ly_crcIII_termcrc,ly_crcIV_termcrc,ly_crcI_termoc,ly_crcII_termoc,ly_crcIII_termoc,ly_crcIV_termoc,n_3ormorenonlargeadn_scr,n_3ormorenonlargeadn_surv
50,951031,950158,43941,0,0,0,0,0,0,906217,0,0,0,0,0,0,20673,23268,0,0,3502,6778,8955,0,0,0,3502,6778,8955,806,526,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,24,77,0,3153,949443.115384319,947133.91566433,814.867315534115,548.735013352037,98.6852008425534,60.4116994181951,97.784670358487,243.170325719802,324.763092265935,59.2309082752066,0,4.67547083813435,19.5247823679048,38.280983166447,1.31500184140168,1.63264238112606,0,0,0,0
51,947801,945499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,20,27,55,0,3143,946182.664196345,943874.280099723,9.21645625238071,21.8563022904512,13.4188272236279,12.6874366930656,911.406813469717,785.167070863802,402.568244642854,95.4558602208898,0.856992125318207,5.43442944390907,18.8408771636796,28.86893000021,0.388180297566578,1.69511008355767,0.143683798611164,0,0,0
52,944603,942281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,25,19,75,0,3523,942801.255377021,940482.006719532,6.50444622816878,22.6996879513933,20.2757096484114,8.21380000270787,912.618109414234,793.563760668596,397.089076978078,86.5062128597846,6.27602896874606,11.4678113689051,22.5321575470883,26.1658871609229,1.65364919649437,2.07076149689965,0.856316201388836,0.0183538545388728,0,0
53,941005,938680,41521,0,0,0,0,0,0,855055,0,0,0,0,0,0,19798,21723,1697,7821,3719,6821,8277,0,0,0,3719,6821,8277,642,284,27,28,1156,406,130,0,0,0,1156,406,130,3,2,0,0,3,12,22,9,65,0,3591,939184.395761122,935886.918404799,648.383195006939,311.995778429526,47.5695917362158,35.0756144643166,911.161431484589,799.561251073716,397.139440192924,74.5353361168334,5.99877479880664,13.8312974141845,19.9986966137097,27.5999121030495,2.93271771562286,2.94599628564902,0.862003071466461,0.981646145461127,0,0
54,937349,934065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,23,15,86,0,4090,935284.13881779,932009.005874204,5.69074985861526,14.6457930062483,19.9404031265559,5.54182117291413,1547.42016225622,1080.33026356194,420.942581869397,90.2297561028191,11.2575802382035,25.7671707479868,23.5495092715047,23.0865364937152,0.866883997106925,4.50108121405356,0.68020137003623,0,0,0
55,933173,929912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,32,22,81,0,4212,930994.458765733,927737.639682214,10.8823731201101,21.6854464827832,23.190508357289,7.84740258541524,1533.88547176305,1065.80450172604,425.247526646986,83.6926390365232,15.3899155755311,24.9666271894965,17.3230445851913,16.9321696736038,3.83552477625199,4.88003864954226,0.45779555849731,0,0,0
56,928880,925613,38967,0,0,0,0,0,0,805007,0,0,0,0,0,0,18958,20009,1679,7440,3528,6703,7884,0,0,0,3528,6703,7884,588,211,22,22,1138,405,129,0,0,0,1138,405,129,2,3,1,1,4,14,20,20,100,0,4726,926426.954680393,922334.994945408,595.068413322947,229.227387380125,48.4417460283116,25.9440130317504,1522.6396259537,1047.75085170825,431.537455942632,74.6150904238856,16.4992335559271,36.1565254953984,16.9712232222552,30.0604794637638,8.51218088064343,6.38767575309612,0.971780522726476,0,0,0
57,924054,920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,7155,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,603,279,0,0,0,1398,603,279,6,5,1,1,6,10,21,19,108,0,5083,921469.793914092,917433.840673689,9.98430203380101,16.5525194554977,19.2505024093942,7.56161155423327,2085.67651769081,1232.28182491449,460.352104152904,83.2108799296197,21.5391371441751,39.3390503155921,17.8573498772851,26.1210849981023,10.4923844416626,5.59513033600524,0.826645384542644,0.0740905494894832,0,0
58,918863,914861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,7417,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,169,30,0,0,0,1058,169,30,0,0,0,0,10,38,29,29,113,0,5503,916066.234781199,912078.055993658,8.83437973073674,21.1194798004156,25.2285747496698,7.86344395740645,2062.49211935345,1196.93498115189,464.770051771762,75.915786864769,24.1406410476027,45.9412617688776,13.8636449301768,22.810807216748,9.02805932355113,5.8716981492471,1.20157409273088,0.925909450510517,0,0
59,913247,909273,37457,0,0,0,0,0,0,753834,0,0,0,0,0,0,18809,18648,1738,7012,3587,6734,7631,0,0,0,3587,6734,7631,611,205,25,16,1194,414,125,0,0,0,1194,414,125,3,2,0,0,8,11,18,14,110,0,5918,910213.660544063,905417.9626496,621.272384105791,230.994822615859,47.6483720432556,19.4847987130065,2018.16027889254,1177.77695773503,479.170011166927,77.0049868199385,46.2670563468907,35.9483352976923,11.2301457031181,16.6300850680349,7.82124287704937,5.96884876023978,1.64553603366949,0.217696690000594,0,0
60,907219,902457,949,0,0,0,0,0,0,21178,0,0,0,0,0,0,359,590,2475,7476,67,116,133,0,0,0,67,116,133,22,16,4,1,1497,687,268,0,0,0,1497,687,268,11,10,1,1,6,20,21,14,127,0,6430,903943.876674852,899151.835476405,40.6463332387809,40.0299863418666,23.1494479183928,6.99573295962092,2580.05903638458,1361.10803109667,507.209891891326,88.249055563988,49.2092741771992,41.2228059258719,20.7987277433348,13.5445682499649,10.16435243655,6.94382001576014,0.788968921406195,1.78802042422527,0,0
61,900662,895918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,6870,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,198,32,0,0,0,1027,198,32,1,0,1,0,13,25,34,28,124,0,7094,897064.650644551,892337.568173647,11.3557250123959,22.018278184108,23.9973565766998,8.59719531905226,2558.46332927836,1361.00641200834,512.776519639664,84.5558113007736,48.7027027199763,36.3177304743043,16.7539096294382,19.0409495010687,13.5393376250286,6.47404286331211,2.37927983468398,0.271812470862642,0,0
62,893444,888749,35391,0,0,0,0,0,0,701823,0,0,0,0,0,0,18525,16866,1812,6757,3560,6837,7237,0,0,0,3560,6837,7237,602,240,31,18,1245,451,113,0,0,0,1245,451,113,3,0,0,0,8,20,21,13,135,0,7574,889573.795968574,884035.378394257,605.518361306126,254.760856547389,51.0266829185642,21.1897111015562,2500.08914501022,1334.67172538393,515.375377370177,78.6060162409457,54.8342138111832,42.5472935521198,21.8236488974531,27.5227226414462,19.8790027673822,7.89315530541353,3.22932204487839,0.231722484808415,0,0
63,885735,880242,1844,0,0,0,0,0,0,39689,0,0,0,0,0,0,765,1079,2612,7525,142,271,275,0,0,0,142,271,275,44,22,6,5,1587,691,311,0,0,0,1587,691,311,13,7,2,1,6,18,27,9,158,0,8222,881524.028857864,876004.756324982,64.9281966374212,49.013594151106,28.8096613318693,10.3861638912291,3022.21280963281,1538.85052935804,544.775634760632,82.585610739704,61.4653809283486,42.7288122146662,18.0543121071481,20.8213454865193,21.7426911834627,9.58149019238741,4.63500362215564,0.768277515191585,0,0
64,877355,871897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,7921,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,284,59,0,0,0,1310,284,59,2,2,0,0,16,16,36,25,135,0,8986,872819.621837061,867399.063120524,12.8027123254731,19.5649649305967,30.8038270919275,4.54173445089962,3007.36432835203,1532.44922185279,552.313640204372,80.5955931537879,53.3143067569904,45.7852808786542,17.0971738587002,16.7284089855639,26.4623711612076,8.97062726295553,6.50282498355955,0.311558928107843,0,0
65,868234,862852,33613,0,0,0,0,0,0,648073,0,0,0,0,0,0,18203,15410,2087,7578,3491,6751,7049,0,0,0,3491,6751,7049,648,223,27,14,1456,499,123,0,0,0,1456,499,123,7,2,0,0,5,10,22,15,168,2,9757,863250.916904381,857029.278590729,660.742569648681,230.797875050008,50.781578661445,17.1642118776201,2938.7438897598,1491.11740689313,559.259640109062,77.5370746103693,55.0576986311523,51.6179613559165,22.0620364769615,22.396299386348,30.1413027367089,13.2018665694846,4.77484846254811,1.84307877021432,0,0
66,858307,852179,2419,0,0,0,0,0,0,55356,0,0,0,0,0,0,936,1483,2683,7688,167,317,375,0,0,0,167,317,375,45,26,4,2,1641,716,299,0,0,0,1641,716,299,13,12,1,1,4,25,22,9,137,1,10670,852842.368246778,846665.444905183,62.7786629680162,52.5229963573894,22.9569865163633,5.39646209564086,3504.5645894666,1670.73430334796,587.885120489832,82.8051191183019,66.6422164848891,36.7011675169924,17.587235981287,12.0057748728981,28.2796534569934,15.8158343243413,4.71768848481588,2.12326636967595,0,0
67,847499,841385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345,12943,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,635,161,0,0,0,2542,635,161,2,3,1,1,12,28,42,20,133,0,11679,841588.168602395,835511.848148037,10.6477704333377,31.4602269008967,31.3878061213362,4.49400783645029,3460.44179296062,1667.65700728141,586.226460885508,79.4178153024252,71.1451859740663,40.4356447850111,21.554998328775,14.4258104977948,35.7562734999228,16.1634152850602,6.49631763482466,0.321858016308397,0,0
68,835687,829651,31539,0,0,0,0,0,0,591561,0,0,0,0,0,0,17388,14151,3856,12634,3355,6503,6646,0,0,0,3355,6503,6646,627,207,35,14,2744,874,223,0,0,0,2744,874,223,8,5,1,1,3,15,24,15,173,1,12649,829202.310642612,822371.090899504,626.163908875721,225.535105030898,60.0160564970787,17.0891904412764,3356.13369667676,1640.64282314532,594.126614096882,76.9062609669061,70.86857358686,43.8377038511388,22.3930822495169,15.5775602277136,55.0132773139048,17.8483702663798,5.10970741068013,1.68180935280978,0,0
69,822864,816122,3038,0,0,0,0,0,0,67963,0,0,0,0,0,0,1306,1732,2727,7583,278,432,492,0,0,0,278,432,492,69,31,4,0,1643,772,291,0,0,0,1643,772,291,7,10,3,1,8,17,27,15,141,0,13493,815990.962237373,809212.065379936,81.8113040528517,54.6412023904899,30.2869708136156,4.10463857271679,3857.34758603278,1794.5359673346,626.424262345562,84.7760045936921,69.524216672555,50.0008050687702,21.1327743032599,17.1529161474526,56.0910427581985,22.2349694469012,8.83118856674992,0.974193648202345,0,0
70,809230,802525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306,12734,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,666,184,0,0,0,2445,666,184,8,2,0,1,18,30,34,29,189,0,14501,801943.858998455,795321.359693464,16.9582315150974,23.1635916577433,27.2694396529083,6.84981429913209,3797.34681456244,1778.08034772627,627.413906594224,79.8447834627128,83.3190041650153,49.3794134621238,18.9811903135932,16.8491474242714,58.4930713581853,23.3462714590132,11.2267544746865,0.501346366479993,0,0
71,794540,787995,28552,0,0,0,0,0,0,532891,0,0,0,0,0,0,16349,12203,3816,12178,3025,6020,6390,0,0,0,3025,6020,6390,643,226,27,18,2710,843,248,0,0,0,2710,843,248,9,6,0,0,7,14,25,10,177,1,15326,786750.2241344,779396.18297786,646.171763563664,251.356177589099,48.2792350480924,19.986672226303,3678.22263684402,1729.13053176498,629.057977593591,73.2574460323845,77.1470977449887,48.5609427299856,18.4714526980883,24.4760242871005,74.5075959744868,26.0775179902557,11.5100320070381,1.5328761881683,0,0
72,779036,771789,3492,0,0,0,0,0,0,76888,0,0,0,0,0,0,1521,1971,2882,7568,291,519,594,0,0,0,291,519,594,73,36,4,4,1780,772,299,0,0,0,1780,772,299,15,15,1,0,6,24,19,15,168,0,16685,770659.930118011,763382.49334414,92.8370527516985,68.2144364267742,21.7354717821368,9.86578546478135,4175.23371338488,1889.72767724296,654.930683524555,79.5517634653672,76.9061552632676,53.403143210022,17.5225426149899,17.6228945644529,73.2662833186332,37.8613644123543,7.5083012462536,2.78658465086482,0,0
73,762183,755015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311,12208,0,0,0,0,0,0,0,0,0,0,0,0,0,2472,629,200,0,0,0,2472,629,200,8,1,1,0,17,32,29,35,187,0,18222,752933.964556914,745851.932426077,19.5129181827241,23.6589410521856,22.0025455215127,11.6569150895347,4102.35974135924,1869.03260813567,642.38620199068,77.6219664941656,89.6467444708845,52.0583551875669,27.6552782221273,16.410297357636,76.522156678373,38.473594642069,8.66443306440488,0.865673254709691,0,0
74,743774,736802,26063,0,0,0,0,0,0,471640,0,0,0,0,0,0,15300,10763,4235,13655,2772,5714,5902,0,0,0,2772,5714,5902,639,230,22,21,3002,979,239,0,0,0,3002,979,239,9,4,1,1,7,18,19,12,184,0,19101,734142.481823571,726381.989093217,639.088315719823,248.623281217853,37.07158362379,30.7886390474383,3942.53319498953,1820.72508979071,642.006925844623,79.5305835440965,93.959554522027,37.0862237355161,11.9683091451716,21.0449799691716,99.2819221182726,43.5447207884164,15.1258923096596,0.374430268770084,0,0
75,724489,716861,3808,0,0,0,0,0,0,81708,0,0,0,0,0,0,1727,2081,3467,9097,351,597,669,0,0,0,351,597,669,66,37,3,4,2191,906,339,0,0,0,2191,906,339,15,12,3,1,7,14,22,20,174,0,20180,714292.715651969,706665.228829256,87.4754760168323,60.629043102756,21.6414314564445,7.86287139322522,4372.11386262547,1977.44853876724,648.446857690077,94.7572477203842,100.661995911081,45.9641110203422,17.3770674139328,18.5956788979779,109.507825873792,47.6631205363665,16.8595718090099,1.17255435625975,0,0
76,704135,696648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3174,11809,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,696,180,0,0,0,2279,696,180,14,4,0,1,11,37,34,27,208,0,21976,692964.804229422,685599.768954371,22.7944463851231,24.958382024755,18.9275096776513,9.12744331326947,4244.80958644133,1931.97684737766,639.91529045152,88.6656241880555,92.3687896286485,49.770833027574,19.030702563711,20.9454835846141,122.410962572321,58.3930022208382,14.1048713955097,2.34764311383314,0,0
77,681951,674730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5022,16024,0,0,0,0,0,0,0,0,0,0,0,0,0,3595,1151,257,0,0,0,3595,1151,257,9,10,0,0,13,30,37,26,178,0,23173,670320.390240859,663221.573185301,21.7096599949763,41.7167914959645,30.1064542788893,9.89668569274572,4060.48582066308,1857.86673543336,636.572326330653,81.5753282444421,83.3535644120644,34.4283830818735,13.7712092772864,21.1223328136846,124.36551005976,66.2388473926913,14.8203255071846,5.11661699402657,0,0
78,658600,651640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4237,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,1062,360,0,0,0,2772,1062,360,22,15,5,1,21,38,66,54,164,0,25254,645891.481067304,638988.320530562,38.4444472849925,42.1228996061201,42.8091157536606,11.2405373603244,3849.55183909741,1805.58084106795,640.452677665724,79.5028227701938,90.4746430936082,38.8547895474994,9.63122081805952,22.0150410843379,142.168998467037,61.5185971863102,19.2283364036011,1.32419289555401,0,0
79,633182,626378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,10958,0,0,0,0,0,0,0,0,0,0,0,0,0,2253,644,180,0,0,0,2253,644,180,3,3,0,0,13,54,64,52,202,0,26349,619806.249587105,613132.338367527,16.6239540877996,41.4176064534957,55.9743032120212,17.254713693991,3652.91206885992,1743.00233472918,651.037011801972,79.8490009455221,89.4764338980436,39.6033506036184,16.0855930186161,31.9771096025706,146.155450325831,68.310508709759,25.0866118643899,1.34073921316303,0,0
80,606631,600071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,10285,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,689,164,0,0,0,2394,689,164,5,1,0,0,24,76,77,71,220,0,28569,592185.341028347,585738.22432909,21.1484328660098,58.773897101154,53.9013221505639,18.6989471145491,3445.98144292271,1665.72365409921,665.923014335522,78.0978310357525,80.9750580016779,37.9402364676108,20.214918409916,31.2641113168837,144.269750149771,84.3970338499704,25.3069965614297,6.50939780359792,0,0
81,577842,571525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3803,10251,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,989,355,0,0,0,2426,989,355,23,10,0,0,16,48,107,65,212,0,29872,562877.769953056,556642.956474009,38.8503995793963,63.9621891253498,63.5018302687088,10.084122845005,3246.9836321511,1620.66164269452,683.520332045694,80.575644450861,70.6608946106471,32.4010165707715,22.4314366772387,42.8917569266867,151.116498513242,78.1879630544599,28.4133088342621,4.62904824224601,0,0
82,547758,541632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,10281,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,591,170,0,0,0,2085,591,170,10,8,0,0,19,84,106,82,212,0,31441,531964.254739052,525914.064466239,25.3406945660399,65.7205910080037,71.570441615921,13.8160734388336,3040.33433399796,1561.80869789494,694.749689616458,75.4922343572033,73.9230760124313,23.641663747708,36.6345831667254,37.1443688130185,174.805574770318,101.230835406716,36.1195107673084,4.93024565931462,0,0
83,516105,510179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777,9079,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,600,138,0,0,0,2033,600,138,3,1,2,0,28,82,122,82,203,0,32852,499579.427324304,493778.900390773,22.5053149604252,73.9342823610713,78.7642199246514,21.4831879930209,2825.20025125024,1509.7042942847,709.800749826026,72.652717064229,67.0189186810651,24.4380638285541,32.9807065231351,43.0452749343049,173.728598252183,103.815610733189,40.6565655582401,5.86354412489507,0,0
84,483050,477350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,7134,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,514,119,0,0,0,1648,514,119,4,2,1,0,14,88,103,98,216,0,34654,465558.797403697,459974.126501499,20.2852519453417,74.2468801963427,94.8633406599054,23.5835568425667,2597.3766430607,1464.34318294689,714.133403018959,69.9021189779539,72.9801235194245,22.753378332443,32.382736064337,45.192331825384,182.097204683686,102.470147707982,57.2492001403351,9.58758804309177,0,0
85,448180,442726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,481,146,32,0,0,0,481,146,32,1,0,0,0,31,84,107,92,216,0,34841,430678.004175261,425360.664148321,19.3211608118891,68.1353624192111,69.3065620436883,23.6501352914025,2388.9781306587,1411.47589616279,710.409670440293,71.477138139846,55.7368738873273,22.107946411202,39.3475369823937,59.7395937571634,175.246042641332,113.906687131105,77.4773981735181,9.69682705820826,0,0
86,413123,407950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,366,108,27,0,0,0,366,108,27,0,0,0,0,26,89,134,110,234,0,35574,395299.358586986,390263.865404087,21.2727547633675,71.8788220777679,88.3672673247457,19.3791780459775,2176.80857656101,1336.28956119363,683.039041886347,71.5326704841201,49.4447752828268,24.6884156213767,42.4145209911742,57.4156773603937,185.159288974578,129.241206668573,74.0644793776192,6.74482795974488,0,0
87,377315,372423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,361,91,30,0,0,0,361,91,30,0,1,0,0,31,82,120,106,215,0,35457,359470.670975583,354716.617233356,24.1597138355287,70.2705747404529,92.2282055741062,19.1221957746298,1967.82602891543,1261.05017454269,672.87476503411,69.6912125742461,42.5533050269256,23.6484897719551,30.4368573997894,60.2655261087527,191.153693479396,131.185396995846,83.1212265903727,9.171631862341,0,0
