[14:24:13] Starting: 68 strategies on 5 cores
[14:25:14] Strategy NoScreening completed in 0.74 minutes
[14:31:18] Strategy COL6060q100 completed in 6.81 minutes
[14:31:50] Strategy COL5050q100 completed in 7.34 minutes
[14:32:17] Strategy COL5555q100 completed in 7.80 minutes
[14:32:47] Strategy COL4545q100 completed in 8.29 minutes
[14:36:40] Strategy COL4570q15 completed in 10.14 minutes
[14:42:53] Strategy COL5070q15 completed in 11.06 minutes
[14:43:49] Strategy COL5570q15 completed in 11.04 minutes
[14:45:08] Strategy COL4575q15 completed in 13.83 minutes
[14:45:13] Strategy COL5080q15 completed in 12.93 minutes
[14:47:16] Strategy COL5585q15 completed in 10.61 minutes
[14:54:16] Strategy COL4570q10 completed in 11.37 minutes
[14:56:27] Strategy COL5070q10 completed in 11.24 minutes
[14:57:00] Strategy COL4575q10 completed in 13.18 minutes
[14:59:08] Strategy COL5080q10 completed in 11.87 minutes
[14:59:32] Strategy COL4585q10 completed in 14.40 minutes
[15:01:28] Strategy COL5570q10 completed in 7.21 minutes
[15:05:23] Strategy COL5575q10 completed in 8.93 minutes
[15:06:35] Strategy COL5585q10 completed in 9.58 minutes
[15:16:21] Strategy COL4570q5 completed in 17.21 minutes
[15:19:04] Strategy COL4575q5 completed in 19.54 minutes
[15:22:20] Strategy COL5070q5 completed in 15.76 minutes
[15:22:45] Strategy COL4580q5 completed in 21.29 minutes
[15:26:13] Strategy COL4585q5 completed in 20.84 minutes
[15:30:11] Strategy COL5075q5 completed in 13.84 minutes
[15:32:44] Strategy COL5570q5 completed in 9.98 minutes
[15:33:16] Strategy COL5080q5 completed in 14.18 minutes
[15:37:27] Strategy COL5575q5 completed in 11.23 minutes
[15:38:38] Strategy COL5085q5 completed in 16.29 minutes
[15:40:48] Strategy COL5580q5 completed in 10.61 minutes
[15:44:11] Strategy COL5585q5 completed in 11.44 minutes
[15:47:34] Strategy FIT4570q3 completed in 14.31 minutes
[15:58:56] Strategy FIT5070q3 completed in 14.76 minutes
[15:59:41] Strategy FIT4575q3 completed in 22.23 minutes
[16:04:04] Strategy FIT4580q3 completed in 25.43 minutes
[16:06:30] Strategy FIT5075q3 completed in 18.93 minutes
[16:09:01] Strategy FIT4585q3 completed in 28.22 minutes
[16:15:22] Strategy FIT5570q3 completed in 11.31 minutes
[16:21:22] Strategy FIT5575q3 completed in 14.88 minutes
[16:21:55] Strategy FIT5080q3 completed in 22.98 minutes
[16:24:13] Strategy FIT5085q3 completed in 24.53 minutes
[16:27:13] Strategy FIT5580q3 completed in 18.21 minutes
[16:35:45] Strategy FIT5585q3 completed in 20.38 minutes
[16:47:45] Strategy FIT4570q2 completed in 26.37 minutes
[16:59:11] Strategy FIT4575q2 completed in 37.26 minutes
[17:01:43] Strategy FIT5070q2 completed in 25.96 minutes
[17:07:51] Strategy FIT4580q2 completed in 43.63 minutes
[17:17:41] Strategy FIT5075q2 completed in 29.94 minutes
[17:20:39] Strategy FIT4585q2 completed in 53.43 minutes
[17:24:04] Strategy FIT5570q2 completed in 16.23 minutes
[17:33:52] Strategy FIT5080q2 completed in 34.68 minutes
[17:40:24] Strategy FIT5575q2 completed in 22.71 minutes
[17:42:38] Strategy FIT5085q2 completed in 40.92 minutes
[17:48:48] Strategy FIT5580q2 completed in 28.16 minutes
[17:55:47] Strategy FIT5585q2 completed in 31.71 minutes
[21:46:51] Strategy FIT4570q1 completed in 252.98 minutes
[21:50:46] Strategy FIT5070q1 completed in 234.98 minutes
[22:23:44] Strategy FIT4575q1 completed in 283.34 minutes
[23:32:05] Strategy FIT4580q1 completed in 349.44 minutes
[00:00:28] Strategy FIT5075q1 completed in 133.63 minutes
[00:33:15] Strategy FIT4585q1 completed in 404.45 minutes
[00:47:33] Strategy FIT5080q1 completed in 176.77 minutes
[00:48:52] Strategy FIT5570q1 completed in 76.79 minutes
[01:32:26] Strategy FIT5575q1 completed in 91.96 minutes
[01:44:20] Strategy FIT5085q1 completed in 200.60 minutes
[01:57:59] Strategy FIT5580q1 completed in 84.73 minutes
[02:07:39] Strategy FIT5585q1 completed in 80.11 minutes
[02:07:45] All 68 strategies completed in 703.5 minutes (42207 seconds) on 5 cores.
