[10:09:44] Starting: 68 strategies on 9 cores
[10:10:25] Strategy NoScreening completed in 0.45 minutes
[10:14:57] Strategy COL6565q100 completed in 4.99 minutes
[10:14:59] Strategy COL6060q100 completed in 5.03 minutes
[10:15:29] Strategy COL5555q100 completed in 5.52 minutes
[10:15:38] Strategy COL5050q100 completed in 5.67 minutes
[10:16:00] Strategy COL4545q100 completed in 6.04 minutes
[10:17:26] Strategy COL5070q15 completed in 7.47 minutes
[10:18:15] Strategy COL4570q15 completed in 8.29 minutes
[10:19:01] Strategy COL4575q15 completed in 9.05 minutes
[10:19:28] Strategy COL5080q15 completed in 9.06 minutes
[10:21:12] Strategy COL5570q15 completed in 6.25 minutes
[10:22:48] Strategy COL5585q15 completed in 7.81 minutes
[10:24:38] Strategy COL4570q10 completed in 9.16 minutes
[10:25:46] Strategy COL5070q10 completed in 8.33 minutes
[10:26:18] Strategy COL4575q10 completed in 10.67 minutes
[10:26:41] Strategy COL5570q10 completed in 7.67 minutes
[10:28:10] Strategy COL5575q10 completed in 8.69 minutes
[10:28:21] Strategy COL5080q10 completed in 10.11 minutes
[10:28:31] Strategy COL4585q10 completed in 12.52 minutes
[10:29:31] Strategy COL5585q10 completed in 8.31 minutes
[10:34:07] Strategy COL4570q5 completed in 11.32 minutes
[10:37:08] Strategy COL5070q5 completed in 10.44 minutes
[10:38:57] Strategy COL5570q5 completed in 9.44 minutes
[10:39:36] Strategy COL4575q5 completed in 14.97 minutes
[10:40:58] Strategy COL5075q5 completed in 12.80 minutes
[10:42:24] Strategy COL5080q5 completed in 14.04 minutes
[10:43:11] Strategy COL4580q5 completed in 17.42 minutes
[10:44:34] Strategy COL4585q5 completed in 18.27 minutes
[10:44:39] Strategy COL5085q5 completed in 16.13 minutes
[10:44:51] Strategy COL5575q5 completed in 10.74 minutes
[10:46:18] Strategy COL5580q5 completed in 9.17 minutes
[10:48:37] Strategy COL5585q5 completed in 9.67 minutes
[10:52:53] Strategy FIT4570q3 completed in 13.28 minutes
[10:56:40] Strategy FIT5070q3 completed in 12.10 minutes
[11:00:10] Strategy FIT5075q3 completed in 15.51 minutes
[11:00:17] Strategy FIT5570q3 completed in 11.67 minutes
[11:01:14] Strategy FIT4575q3 completed in 20.27 minutes
[11:04:51] Strategy FIT5080q3 completed in 20.00 minutes
[11:06:14] Strategy FIT4580q3 completed in 23.84 minutes
[11:06:54] Strategy FIT5575q3 completed in 14.00 minutes
[11:08:21] Strategy FIT5085q3 completed in 22.06 minutes
[11:09:10] Strategy FIT4585q3 completed in 26.00 minutes
[11:10:41] Strategy FIT5580q3 completed in 14.01 minutes
[11:13:51] Strategy FIT5585q3 completed in 13.69 minutes
[11:19:36] Strategy FIT4570q2 completed in 19.32 minutes
[11:24:41] Strategy FIT5070q2 completed in 17.79 minutes
[11:27:40] Strategy FIT5570q2 completed in 13.81 minutes
[11:32:14] Strategy FIT4575q2 completed in 31.00 minutes
[11:33:40] Strategy FIT5075q2 completed in 25.30 minutes
[11:40:41] Strategy FIT5080q2 completed in 31.51 minutes
[11:41:17] Strategy FIT5575q2 completed in 21.67 minutes
[11:42:54] Strategy FIT4580q2 completed in 38.05 minutes
[11:48:01] Strategy FIT5085q2 completed in 37.35 minutes
[11:49:11] Strategy FIT5580q2 completed in 24.51 minutes
[11:51:18] Strategy FIT4585q2 completed in 45.07 minutes
[11:53:58] Strategy FIT5585q2 completed in 26.31 minutes
[12:19:25] Strategy FIT5070q1 completed in 36.52 minutes
[12:21:43] Strategy FIT5570q1 completed in 27.74 minutes
[12:28:28] Strategy FIT4570q1 completed in 56.23 minutes
[12:43:30] Strategy FIT5075q1 completed in 55.48 minutes
[12:55:43] Strategy FIT4575q1 completed in 82.05 minutes
[13:06:24] Strategy FIT5575q1 completed in 46.98 minutes
[13:08:06] Strategy FIT5080q1 completed in 78.91 minutes
[13:17:53] Strategy FIT5580q1 completed in 56.17 minutes
[13:19:07] Strategy FIT4580q1 completed in 98.43 minutes
[13:21:49] Strategy FIT5085q1 completed in 90.51 minutes
[13:26:21] Strategy FIT5585q1 completed in 57.88 minutes
[13:26:44] Strategy FIT4585q1 completed in 105.45 minutes
[13:26:44] All 68 strategies completed in 197.0 minutes (11818 seconds) on 9 cores.
