"id_draw","AdGrowth_Exp_Rate_1_to_6_D","AdGrowth_Exp_Rate_1_to_6_P","AdGrowth_Exp_Rate_1_to_6_R","AdGrowth_Exp_Rate_6_to_10_D","AdGrowth_Exp_Rate_6_to_10_P","AdGrowth_Exp_Rate_6_to_10_R","AdNaturalHistoryPropensity_Gaussian_Variance","CancerOnset_Gompertz_Rate_D","CancerOnset_Gompertz_Rate_P","CancerOnset_Gompertz_Rate_R","CancerOnset_Gompertz_Shape_D","CancerOnset_Gompertz_Shape_P","CancerOnset_Gompertz_Shape_R","IndividuakRiskMultVariance","PreclinCancerProg_Exp_Rate_S1S2_D","PreclinCancerProg_Exp_Rate_S1S2_P","PreclinCancerProg_Exp_Rate_S1S2_R","PreclinCancerProg_Exp_Rate_S2S3_D","PreclinCancerProg_Exp_Rate_S2S3_P","PreclinCancerProg_Exp_Rate_S2S3_R","PreclinCancerProg_Exp_Rate_S3S4_D","PreclinCancerProg_Exp_Rate_S3S4_P","PreclinCancerProg_Exp_Rate_S3S4_R","alpha_lesion_adenoma","beta_age","chain","hr_SxDetS2S1_D","hr_SxDetS2S1_P","hr_SxDetS2S1_R","hr_SxDetS3S2_D","hr_SxDetS3S2_P","hr_SxDetS3S2_R","hr_SxDetS4S3_D","hr_SxDetS4S3_P","hr_SxDetS4S3_R","lp__","pSxDetS1_D","pSxDetS1_P","pSxDetS1_R","lp__.1"
1,0.0894216649487295,0.10583981577789,0.0603426348025351,0.0274535430070271,0.0146961130330469,0.0336660704942028,0.402259201691139,0.0052124719101635,0.0155808075401817,0.0166784729798938,0.00914412892859186,1.13849806660296e-05,0.0137070549969163,0.790371552239938,0.237243565895792,0.218803488382399,0.401092250691976,0.239094135258754,0.257763648517083,0.469133126761717,0.473573849939923,0.401120837712242,0.479897151569803,-7.06666223764155,0.042213393900417,1,5.95424985231934,5.98784257459163,4.80210951804885,5.23281913744663,5.27667460802658,6.32495954520342,8.01206860252733,11.9347248058216,8.15458612789969,-111.522904342617,0.0235178846706168,0.022358683581352,0.036142655034193,0.951043885273377
2,0.0879897051220715,0.103827778786432,0.0752424404589775,0.0281086938709703,0.0122179696306033,0.0495128844454179,0.39152908972208,0.00485244275095256,0.0193121357828618,0.0129391154524804,0.0108448616933606,2.01863723746763e-05,0.0142512120454611,0.778127970737535,0.236830559112982,0.246091792496159,0.397664487784438,0.237631016328774,0.25181934157603,0.432504659001362,0.388232043719692,0.404115973719761,0.37744295650656,-7.06444311057686,0.041552015988719,1,5.8082326210626,5.75236613903712,3.90384366644004,4.68573168762193,4.83334190454978,6.49049716440718,9.46747408813066,11.6046481333356,8.47400745624794,-111.401809352267,0.0220185898463733,0.0238660880499641,0.0344732780501023,0.958902995154639
3,0.088013002554069,0.105727332872434,0.0752060343393966,0.0295275913108631,0.012319176372315,0.0473966288698435,0.392803547843392,0.00553248153881978,0.0194466345556714,0.0109785843875992,0.00897892152935749,1.1547070178068e-05,0.0168836288221492,0.777865171001341,0.240522571025459,0.243592033094179,0.400571677857655,0.236574170025777,0.275917055575181,0.48508224841426,0.379360172694349,0.482141170913152,0.402700047381372,-7.20959610701678,0.0433743421421725,1,5.67785576215927,5.93326320514524,4.17364147883078,4.29157851014315,5.95269334557015,6.29586356690687,8.26152278228191,11.8969381634149,8.09479075997262,-111.41871058898,0.0232836114198458,0.0234645793777393,0.0364701984093607,0.957806098610248
4,0.0875874239144126,0.103280247156935,0.0615923957766141,0.0286485750332461,0.0117658040410933,0.0462421462738599,0.376431776612661,0.00485301268136977,0.0193387751401048,0.0130905674154798,0.00985810998449836,1.31334378204282e-05,0.0142385051856609,0.790084517819336,0.239155385730416,0.220613062429541,0.401473414425205,0.237541235055833,0.260383372880571,0.495416272563118,0.38775582503472,0.398838847829742,0.44626425871793,-7.08410689151456,0.0430608956794173,1,5.91306689178551,5.92962583959189,4.57829913894843,4.7661276389425,4.46504332530282,6.32461865715479,8.06110221619249,11.379961825647,8.05209055475792,-112.213445682879,0.0214697264463827,0.0223312758679632,0.0351721227969561,0.906227495635603
5,0.0898692062011634,0.103916510347017,0.0531685830926182,0.0268285749696846,0.0112539521885787,0.0443956922534628,0.381491395318243,0.00507407854620109,0.0196267292140967,0.012410401136944,0.00948826498024212,2.87051895015822e-05,0.0164698767712571,0.787836591388789,0.241031620421862,0.222644514136322,0.402194005656004,0.236728857557792,0.221759637189352,0.442807503934961,0.476516643763427,0.396494477077119,0.425597272101178,-6.94589786550257,0.0408335735621867,1,5.95520712176481,5.35104497205896,4.48264272494956,5.54111024644464,4.67648965681267,6.11542297463328,8.09953798968552,10.5352735005877,8.06170647873432,-111.745582363594,0.0222946110550373,0.023862152197127,0.0347925185627714,0.936591998948801
6,0.0855166771484104,0.104647747031154,0.0712882444414081,0.0281512411817671,0.0111936339124263,0.0453081220430678,0.364933865722789,0.00542300715486292,0.0214734039492763,0.0117763083411208,0.00934051853745466,1.18825807597791e-05,0.0166923885477956,0.779732879570097,0.237716546326208,0.248845781819936,0.398410092702788,0.238864155470435,0.258908277201765,0.49324105267436,0.358859840381027,0.444383561949892,0.431628119778676,-7.05812388783823,0.041846783196707,1,5.96497136603631,5.86667807627002,4.25133015779006,4.26969027359348,5.00782634537337,6.17821926143032,8.5314145208121,11.6373707387698,8.11235143150397,-111.014276404503,0.0224272020649065,0.0245139062551343,0.0365900325970617,0.984054027499604
7,0.0914485177369851,0.105545249450576,0.0593762610856672,0.0277878157053761,0.0146736256578337,0.0357129317111327,0.394431502408456,0.00482282352344379,0.0145975951605354,0.0156377387689845,0.00830611842617134,1.66870165274327e-05,0.0139104416508975,0.794201222877063,0.237638862179647,0.212537098395505,0.39916659691421,0.238303919411644,0.256104335034643,0.480228989087128,0.461902235291753,0.355596369152928,0.482689671693771,-6.95673102603294,0.0413165978203659,1,5.93574392619893,5.98714651283689,4.69664471175933,5.68970875863961,4.36063545229152,6.40322698179759,8.10602380977434,11.5666847633191,8.1820924646015,-112.109154544756,0.022482348843122,0.0232950103886287,0.0352708450659183,0.912996029261848
8,0.0886799295436737,0.105420495747592,0.0671676301894535,0.024746212984319,0.0162425138790533,0.0669696356350099,0.430026388971521,0.00504658837159104,0.0164327203112376,0.0102244289337641,0.0130051392970822,2.88104707748785e-05,0.0165273546952095,0.779395651863894,0.241836424727068,0.303892308150017,0.402313291273017,0.25515747632771,0.267750385887786,0.475043046957545,0.365781402903594,0.397797953763714,0.364758786238689,-7.05544229669794,0.0401409847750668,1,5.97479661204045,4.05977259239825,4.29513512325565,4.25164411525699,4.72430651751834,5.24815058076908,11.9221561900951,11.8597954196677,8.6544843532261,-111.780964893561,0.023704670175307,0.0350999626337634,0.0373162440444349,0.934295659603273
9,0.0889075065948959,0.105364786910041,0.0698135931785487,0.0293130838208867,0.0114077723459859,0.0397612449824348,0.367139606607649,0.00498930606073329,0.0209497956144556,0.0141212709392824,0.0104278407442738,1.1165907288576e-05,0.0147291140983205,0.766889978077003,0.237084268885727,0.249701239677923,0.400603697922356,0.237147492676791,0.261765865356386,0.498967348245045,0.373391083691636,0.475239905315935,0.462602753042517,-7.14434373420453,0.0427030139418931,1,5.65698169784224,5.91695370439656,4.45584071297514,4.46370656432115,5.42968695866868,6.49355852434447,9.26084996977449,11.9327337822419,8.41824935615005,-111.433807967773,0.0223588279115628,0.0220605096791797,0.0348780499791287,0.956826273115336
10,0.0901236883167861,0.104952129859091,0.0685717190571996,0.0301322313885361,0.0113479685725992,0.0519035354967762,0.388846677498999,0.00491630744996954,0.020975577890091,0.0117637496000895,0.0103235260398462,1.769022333616e-05,0.0178939540168472,0.773469914018814,0.236762834408325,0.231855675348749,0.396828048924002,0.239473635759529,0.268777395963356,0.48436301014684,0.368140724984722,0.401390640620092,0.394105811108497,-7.16193400011095,0.0433272048434683,1,5.8249541063418,5.97072328614467,4.40703935730912,4.53238111404769,4.69271199287304,6.05926177184998,8.16527944480344,11.7064565727082,8.06246474695808,-112.491859179396,0.0227287881517825,0.0240992759197599,0.0347092881112953,0.888158356233202
